"n"	"n.juveniles"	"nadult.1"	"nadult.2"	"phenotypes"	"ho"	"fis"	"ne1"	"ne2"	"ne3"	"ne4"	"inbreed"	"het2"	"F_inbreeding"	"agevals"	"ages"	"k"	"vk"
"Ho102"	103	838	64	53	-0.042368125701459	0.3075	0.0044	3885.86410581322	281.713619381858	4193.66182358571	123.974693633556	-0.00163241134163838	0.307452300785634	0	"0/1/2/3/4"	"594/198/33/60/6"	1.23255813953488	0.230343300110742
"Ho103"	104	726	32	28	-0.0181034482758621	0.3104	-0.0158	3753.32898194705	272.7069422831	4050.16440104917	40.8792134831461	-0.00244845372571079	0.310384615384615	0	"0/1/2/3/4"	"366/266/87/24/11"	1.27272727272727	0.493506493506494
"Ho104"	105	806	63	55	-0.0358885017421603	0.2997	0.0052	3608.64071863697	254.313037914381	3887.80284575327	19.9297012302285	0.00203946729387083	0.299674796747967	0	"0/1/2/3/4"	"584/109/99/67/2"	2.5	3.02380952380952
"Ho105"	106	771	79	70	-0.0306777645659929	0.314	-0.013	3492.96625960365	247.164762542147	3763.29577156179	20.581234256927	0.00189214511019542	0.313983353151011	0	"0/1/2/3/4"	"579/149/30/70/13"	2.41379310344828	4.67980295566502
"Ho106"	107	703	30	25	-0.0315934065934066	0.3134	-0.0111	3380.37934098743	242.298969765128	3645.42451920499	12.5234145036125	0.00305017438371391	0.313351648351648	0	"0/1/2/3/4/5"	"280/334/79/24/10/1"	1.92307692307692	1.91025641025641
"Ho107"	108	904	59	50	-0.0640461215932914	0.2976	0.0094	3264.19518043329	227.268190131103	3514.90353591227	18.6930241775664	0.00175483405372745	0.297610062893082	0	"0/1/2/3/4"	"610/135/149/54/6"	2.27272727272727	3.06493506493507
"Ho108"	109	821	99	76	-0.0466555183946488	0.3063	-0.0044	3187.14778969494	221.421028223364	3430.72523640902	19.3935175046147	0.00318109022147461	0.30628762541806	0	"0/1/2/3/4"	"656/123/32/81/5"	2.53333333333333	5.91264367816092
"Ho109"	110	700	29	24	-0.0455110497237569	0.3138	-0.004	3105.0482788947	218.937243361104	3346.92771080127	22.3611111111111	0.00478735394776675	0.313825966850829	0.000374625374625375	"0/1/2/3/4"	"277/347/72/22/6"	1.6	0.685714285714286
"Ho110"	111	816	53	45	-0.063472706155633	0.3106	-0.0436	3011.00147480724	206.633956797199	3241.11640695177	15.0722041867234	0.00303891459653327	0.31061556329849	0.00112058080808081	"0/1/2/3/4"	"540/120/145/55/1"	2.64705882352941	3.36764705882353
"Ho111"	112	878	109	93	-0.0295056642636457	0.3065	-0.0123	2939.7598952966	201.375067055231	3163.32405080643	27.5660001895196	0.00570148501388812	0.306519052523172	0.00176553672316384	"0/1/2/3/4"	"734/112/24/96/5"	2.73529411764706	4.38235294117647
"Ho112"	113	771	21	20	-0.0118204804045512	0.3135	-0.0015	2879.38923503242	199.862752575301	3102.2488341564	15.1378958120531	0.00894677374793917	0.31346396965866	0.00221238938053097	"0/1/2/3/4"	"279/424/66/16/6"	1.53846153846154	1.1025641025641
"Ho113"	114	909	46	37	-0.0382663847780127	0.3012	-0.0066	2811.35405908531	185.85416138958	3024.18261488063	11.9320765861102	0.00809573803863262	0.301236786469345	0.00243152201417004	"0/1/2/3/4"	"481/170/247/47/1"	2.64285714285714	3.63186813186813
"Ho114"	115	850	97	79	-0.0147470398277718	0.3072	-0.0218	2760.67392810523	181.026304411524	2967.77706056302	21.4426488809216	0.0044411537891762	0.307201291711518	0.00423519736842105	"0/1/2/3/4"	"607/160/59/97/6"	2.39393939393939	5.37121212121212
"Ho115"	116	892	58	47	-0.0157614483493078	0.3147	-0.0133	2707.74685576538	179.672897902011	2913.71193734485	15.7318621739234	0.00445272152253318	0.31468583599574	0.00704774472168906	"0/1/2/3/4"	"506/301/75/43/14"	2.61111111111111	3.4281045751634
"Ho116"	117	819	58	51	-0.00241379310344828	0.2941	0.0092	2661.0502268946	176.481311604673	2862.6999762166	13.469007301538	0.0160474923877316	0.294149425287356	0.00777693620816929	"0/1/2/3/4"	"504/194/114/51/7"	2.83333333333333	5.32352941176471
"Ho117"	118	861	84	71	-0.045225321888412	0.2955	-5e-04	2610.86043880929	173.452881759047	2808.35244927707	29.4991256398147	0.00828605971310159	0.295504291845494	0.00810510299625468	"0/1/2/3/4"	"613/169/66/80/4"	2.29032258064516	2.47956989247312
"Ho118"	119	767	54	45	0.0063423645320197	0.3087	-0.0069	2566.65399492427	171.901521141125	2762.1956558001	16.9045005488474	0.00767602908492226	0.308682266009852	0.00916685005868545	"0/1/2/3/4/5"	"424/259/70/49/9/1"	2.14285714285714	3.12857142857143
"Ho119"	120	923	57	50	0.0345837615621788	0.2923	-0.0129	2517.02514136428	168.804370188664	2708.38241133366	10.1023984605869	0.00600931929367077	0.292261048304214	0.0123568376925546	"0/1/2/3/4"	"589/191/131/55/7"	3.125	8.51666666666667
"Ho120"	121	1012	85	74	0.0148250460405157	0.2986	-0.0127	2481.31479318822	166.08952591385	2669.1535168467	32.1123708621971	0.00295742423375289	0.298581952117864	0.016216540727459	"0/1/2/3/4"	"682/237/76/84/7"	2.3125	2.22177419354839
"Ho121"	122	938	64	54	0.0459173387096774	0.3021	-0.0044	2451.89424888337	164.790277930129	2637.9097856591	18.1606966267443	0.00620738195467796	0.302127016129032	0.0201801620911215	"0/1/2/3/4"	"506/304/113/60/9"	2.45454545454545	3.59307359307359
"Ho122"	123	862	84	72	0.0305139186295503	0.2781	0.0306	2419.88120888622	162.690176988129	2603.07457759742	18.5415829650462	0.0117201974523389	0.278051391862955	0.0211958937363238	"0/1/2/3/4"	"588/166/95/76/9"	2.76923076923077	5.70461538461538
"Ho123"	124	768	73	64	0.0451923076923077	0.2886	0.0055	2384.8398307476	161.460468044363	2566.52425788982	30.4845165635285	0.00406264131797562	0.288629807692308	0.0133141447368421	"0/1/2/3/4"	"517/192/44/70/9"	1.82857142857143	2.26386554621849
"Ho124"	125	747	40	35	0.0797953964194374	0.2996	0.0144	2345.02619916415	159.897869680331	2524.74876746617	16.9865186360032	0.00665250398105965	0.299616368286445	0.0136191448434125	"0/1/2/3/4/5"	"399/247/89/37/9/1"	1.94444444444444	2.05555555555556
"Ho125"	126	952	67	54	0.0190357852882704	0.2794	0.0224	2305.56853993223	156.153378202361	2480.92438832524	21.9091362955567	0.00267973209538841	0.279403578528827	0.0161565607244318	"0/1/2/3/4"	"681/177/84/61/3"	2.25	2.6304347826087
"Ho126"	127	794	65	54	0.0511202830188679	0.2875	0.006	2279.84222678872	154.521523684304	2452.99401944937	27.56	-0.001095284152558	0.287464622641509	0.0102765418046358	"0/1/2/3/4"	"450/262/71/58/7"	2	1.84615384615385
"Ho127"	128	924	56	45	0.0734262125902993	0.3082	-0.0101	2246.73668875125	152.863789061297	2417.66866048208	11.9733214762116	0.000491151064273776	0.308183694530444	0.0135032756446188	"0/1/2/3/4"	"571/217/123/50/8"	2.64705882352941	5.36764705882353
"Ho128"	129	786	93	76	0.0142111368909513	0.2862	0.0036	2221.88742589524	150.82562754187	2390.27371776835	19.8405792056807	0.00580870538595346	0.28622969837587	0.0155111406950673	"0/1/2/3/4/5"	"510/197/69/78/7/1"	3.04	5.29
"Ho129"	130	976	52	45	0.0270323212536729	0.2901	-0.0111	2190.86161913359	150.102134159927	2358.83519413384	17.5486880466472	0.00198866104204676	0.290078354554358	0.0123675620719178	"0/1/2/3/4"	"539/301/117/60/4"	2.25	2.82894736842105
"Ho130"	131	844	86	69	0.0686199342825849	0.3074	-0.0182	2170.08331733229	147.954989160481	2335.57668136699	16.1362802641233	0.00354639394019474	0.307426067907996	0.0127065373563218	"0/1/2/3/4"	"558/173/104/66/12"	2.76	6.77333333333333
"Ho131"	132	897	79	70	0.0211995863495346	0.2905	0.0025	2144.3642258899	147.145791934817	2308.93800924585	29.7267651073334	0.00126110126380352	0.290496380558428	0.0122247065893665	"0/1/2/3/4"	"576/237/70/76/8"	2.1875	2.47983870967742
"Ho132"	133	986	58	44	0.00825242718446602	0.2884	-0.0108	2122.00925116848	146.190453973622	2285.29361406089	15.5926550677141	0.000989817075344401	0.288427184466019	0.0125995921668502	"0/1/2/3/4"	"593/267/116/44/10"	2.31578947368421	3.33918128654971
"Ho133"	134	847	81	72	0.0643634385201306	0.2969	-4e-04	2103.78479306035	144.538020265601	2265.04481915996	24.6879457917261	0.00172803409203293	0.296920565832427	0.00968337719882729	"0/1/2/3/4"	"531/209/95/79/5"	2.76923076923077	3.06461538461538
"Ho134"	135	807	74	63	0.0194252873563218	0.2933	-0.0027	2080.74431818553	143.696836141146	2240.94990742775	26.2774027420141	0.0036257226860561	0.293275862068965	0.0100061978079332	"0/1/2/3/4"	"559/169/71/62/9"	2.1	2.6448275862069
"Ho135"	136	883	55	43	-0.018682505399568	0.285	-0.0038	2056.69817005273	142.701257943744	2215.61568000173	16.5883869581565	0.002292604335971	0.285021598272138	0.00802644293763103	"0/1/2/3/4"	"564/229/79/52/2"	2.26315789473684	2.87134502923977
"Ho136"	137	836	62	51	0.0263810597519729	0.2896	0.0021	2036.79128341853	141.047508752907	2193.64593490262	24.4769874476987	0.00214964440305576	0.2895603156708	0.00745973292951542	"0/1/2/3/4"	"497/233/93/56/8"	1.88888888888889	2.17948717948718
"Ho137"	138	801	74	66	0.0256055363321799	0.2903	5e-04	2015.65845501139	139.746984736058	2170.78436146704	28.5687607906698	0.00244895491320674	0.290322952710496	0.00817113055406852	"0/1/2/3/4"	"494/207/90/69/7"	2.35714285714286	2.16402116402116
"Ho138"	139	869	70	56	-0.0142162162162162	0.2721	0.0296	1993.74992398723	138.853020048467	2147.73671223915	14.0026799387443	0.00769741889913389	0.272075675675676	0.00804221656181619	"0/1/2/3/4/5"	"588/193/75/62/5/2"	2.8	5.95789473684211
"Ho139"	140	794	60	47	-0.0079667063020214	0.2901	-0.0032	1975.35631957719	137.877349757911	2128.02933046568	23.5659785301404	0.00376189206805	0.290059453032105	0.00879467492816092	"0/1/2/3/4/6"	"549/178/60/48/5/1"	2.13636363636364	1.74242424242424
"Ho140"	141	826	46	39	0.0180346820809249	0.2846	0.0236	1954.5839188514	136.610815441854	2105.59217598091	24.9802619577511	0.00360071439765197	0.284624277456647	0.00800577799479167	"0/1/2/3/4/7"	"467/252/98/43/4/1"	1.77272727272727	1.32683982683983
"Ho141"	142	800	72	53	-0.011957796014068	0.2835	-0.0169	1935.82529999882	134.728627528849	2084.67636772502	15.8447346171912	0.00377776438296462	0.283516998827667	0.0103016599174817	"0/1/2/3/4"	"589/120/81/59/4"	2.94444444444444	3.93790849673203
"Ho142"	143	954	61	45	0.0411911911911912	0.2899	-0.0045	1916.6616312287	133.907050310304	2064.457997892	17.9376498800959	0.00475333456549776	0.28988988988989	0.0104796443153266	"0/1/2/3/4"	"649/235/57/54/4"	2.5	2.38235294117647
"Ho143"	144	809	49	46	0.0546783625730994	0.2758	0.0452	1903.23148123579	132.797128616267	2049.63827088681	11.9189372271564	0.0221366646239105	0.275777777777778	0.00979900118670886	"0/1/2/3/4"	"477/249/76/44/9"	2.55555555555556	5.67320261437909
"Ho144"	145	854	58	47	0.0114872364039956	0.2694	0.0484	1885.52103219071	131.23853838379	2030.05869601695	20.6936588580049	0.0173763129725502	0.269400665926748	0.00944093036167513	"0/1/2/3/4"	"540/192/113/51/5"	1.95833333333333	2.47644927536232
"Ho145"	146	894	84	71	0.0375647668393782	0.2781	0.019	1869.94413880303	130.105513691938	2013.03891632985	11.4479200257981	0.00594821111224797	0.278051813471503	0.007838134765625	"0/1/2/3/4"	"635/172/74/77/7"	2.84	12.14
"Ho146"	147	809	59	50	0.0728172293364377	0.2723	0.0383	1856.06610232092	129.618224485826	1998.55185198892	15.523024681133	0.0100226717473948	0.272270081490105	0.0134171735846056	"0/1/2/3/4"	"422/285/89/57/6"	2.77777777777778	3.83006535947712
"Ho147"	148	787	70	58	0.0243786982248521	0.2828	-0.0152	1839.86686227257	128.571357086177	1980.99940095955	17.1593522422384	0.00360293786841814	0.282816568047337	0.0213629060190887	"0/1/2/3/4"	"496/178/101/61/9"	2.23076923076923	4.66461538461538
"Ho148"	149	816	77	64	0.0422159090909091	0.2778	8e-04	1823.38465750027	127.848551760106	1963.59832132214	18.2575620358631	0.000843235394444308	0.277772727272727	0.0220506456163194	"0/1/2/3/4"	"575/168/61/70/6"	2.56	4.84
"Ho149"	150	712	50	38	0.0104666666666667	0.2822	-0.0168	1808.40114349708	127.284424795713	1947.92499910606	20.7491215741391	-0.000430449883905948	0.28224	0.0226303652108434	"0/1/2/3/4"	"452/195/59/38/6"	1.80952380952381	1.76190476190476
"Ho150"	151	729	45	41	0.0396753246753247	0.2741	-0.0053	1790.02487644258	125.986188778124	1927.92175669499	25.8308395022838	-0.000783388939173846	0.274142857142857	0.0236474489404177	"0/1/2/3/4"	"483/160/80/41/6"	1.64	1.49
"Ho151"	152	903	59	52	0.0543979057591623	0.2695	0.0069	1772.93597507273	124.502308358981	1909.07307388211	15.5469838572642	-0.00157097950588292	0.269455497382199	0.0252067876948441	"0/1/2/3/4"	"568/250/71/63/3"	2.16666666666667	4.57971014492754
"Ho152"	153	658	59	49	0.000636492220650637	0.2757	0.0116	1761.76978260258	123.599536840787	1896.78783557689	18.5294117647059	0.0047853231864281	0.275657708628006	0.02490234375	"0/1/2/3/4"	"393/179/76/48/11"	2.33333333333333	2.93333333333333
"Ho153"	154	845	59	48	0.0405935050391937	0.2707	-0.004	1742.66356467216	122.721311529465	1876.60573497347	11.122969837587	0.00717379016839659	0.270660694288914	0.0281447784810127	"0/1/2/3/4"	"600/160/75/52/6"	2.66666666666667	6.82352941176471
"Ho154"	155	862	58	53	0.0629508196721311	0.2661	0.0179	1730.7246691372	121.866644741591	1863.5861497472	31.5915704082532	0.00205302760959136	0.266131147540984	0.0215817846433081	"0/1/2/3/4"	"458/298/88/66/5"	2.03846153846154	1.23846153846154
"Ho155"	156	749	73	65	-0.0121007371007371	0.2692	0.0224	1719.54428934655	121.006988418943	1851.33583521257	17.8475552412115	0.00608504252339359	0.269213759213759	0.0152560763888889	"0/1/2/3/4"	"497/146/97/62/12"	2.70833333333333	5.08514492753623
"Ho156"	157	920	74	61	0.0311926605504587	0.257	0.036	1705.37885756246	120.499015566397	1836.59324953617	10.4261288313674	0.00840291433963247	0.256982670744139	0.0184572747817955	"0/1/2/3/4"	"660/197/50/68/6"	2.77272727272727	11.0411255411255
"Ho157"	158	816	41	35	0.0370740305522914	0.263	0.028	1696.15616859859	120.018661837267	1826.73030993758	18.1690947261276	0.0115145202584213	0.263019976498237	0.0179366874216792	"0/1/2/3/4"	"396/316/97/37/5"	2.1875	1.49583333333333
"Ho158"	159	683	72	55	-0.036449864498645	0.2713	0.0037	1684.65548667873	118.572316395386	1813.74093312103	16.0934073022836	0.00891553705261972	0.271260162601626	0.0173757530120482	"0/1/2/3/4"	"490/105/80/61/2"	2.61904761904762	4.54761904761905
"Ho159"	160	869	61	55	0.0188311688311688	0.2691	0.0074	1669.25890718693	118.09189944007	1797.88443064492	14.6049822064057	0.00357636051771526	0.269101731601732	0.0188514395429782	"0/1/2/3/4"	"542/254/61/61/6"	2.75	5.35526315789474
"Ho160"	161	935	51	45	0.0364795918367347	0.272	-0.0046	1659.70629823643	117.405128763318	1787.45897490074	13.5183262796455	0.00261965211611237	0.272040816326531	0.0205445521086165	"0/1/2/3/4/5"	"532/269/123/46/9/1"	2.36842105263158	4.46783625730994
"Ho161"	162	808	90	80	-0.0288851351351351	0.2701	0.0113	1651.75441444007	116.463251137211	1778.47998490676	19.2480628899166	0.00418382752306035	0.270056306306306	0.0209873353419283	"0/1/2/3/4"	"555/167/77/84/5"	2.96296296296296	6.34472934472934
"Ho162"	163	811	59	48	0.0373108265424913	0.2668	0.0145	1641.17541279437	116.252248910997	1767.78065659257	13.5146610614819	0.00262587701903505	0.266763678696158	0.0205427702800231	"0/1/2/3/4"	"511/225/66/53/4"	2.52631578947368	4.92982456140351
"Ho163"	164	906	51	45	0.051472134595163	0.2633	0.0235	1630.93311124386	115.564267812317	1756.65947405238	12.4423048655005	0.00948497339104337	0.263280757097792	0.0199615406027316	"0/1/2/3/4"	"554/243/98/50/6"	2.36842105263158	5.13450292397661
"Ho164"	165	951	75	67	-0.00427308447937132	0.275	0.0046	1623.01451327435	114.679025427079	1747.75455973674	23.866014635017	0.0033638583420188	0.275	0.0183088235294118	"0/1/2/3/4/5"	"634/215/90/74/4/1"	2.39285714285714	3.28439153439153
"Ho165"	166	896	70	54	0.0236842105263158	0.2608	0.0188	1616.0933255639	114.31249545425	1740.33477969825	23.771979145369	0.00181946027401758	0.260778947368421	0.0180816991750559	"0/1/2/3/4"	"651/186/51/56/6"	2.07692307692308	2.39384615384615
"Ho166"	167	738	41	30	0.0330078125	0.2518	0.0557	1608.30683796522	113.878224515679	1731.97135297242	16.9892703862661	0.00831496901526863	0.251770833333333	0.0204380580357143	"0/1/2/3/4"	"487/196/52/30/3"	2.14285714285714	1.20879120879121
"Ho167"	168	685	38	32	0.0468619246861925	0.2644	0.0431	1597.02934772814	112.678890864937	1719.37639055952	24.2608695652174	0.00704356100781567	0.26442119944212	0.0175507911895674	"0/1/2/3/4"	"362/219/94/39/3"	1.77777777777778	0.888888888888889
"Ho168"	169	737	72	63	0.0385	0.2487	0.0485	1584.47212597332	111.376033928422	1705.3869999294	11.625	0.00894785573486634	0.24865	0.0173039815512048	"0/1/2/3/4"	"524/124/74/71/7"	3	10
"Ho169"	170	825	62	50	0.0433142857142857	0.2606	0.0179	1573.76406452523	111.016780106914	1694.27876157442	12.9332764041455	0.00799561580883013	0.260617142857143	0.0241844315245478	"0/1/2/3/4"	"531/223/59/55/7"	2.94117647058824	5.43382352941176
"Ho170"	171	762	49	45	0.0550805452292441	0.2699	0.0041	1565.40670064778	110.502881110276	1685.25646729857	18.9640831758034	0.0096908577845598	0.269938042131351	0.0260335712532723	"0/1/2/3/4"	"408/226/115/47/11"	2.25	2.40789473684211
"Ho171"	172	864	82	67	0.0245435016111708	0.2592	0.0265	1555.81397473213	109.697686721388	1674.69902644762	21.9130324293036	0.00952480407952327	0.25922663802363	0.0255525796720297	"0/1/2/3/4"	"642/143/66/71/9"	2.48148148148148	3.7977207977208
"Ho172"	173	866	54	43	0.0501100110011001	0.2617	0.0139	1548.6047638085	109.482682676705	1667.23239446774	20.5787965616046	0.00305287879541294	0.261716171617162	0.025583095651455	"0/1/2/3/4"	"437/338/79/49/6"	2.26315789473684	1.76023391812866
"Ho173"	174	985	61	51	0.0566602316602317	0.2702	-0.0088	1541.58097150752	108.836297559897	1659.44156452467	12.8856382978723	0.0024487872276584	0.27019305019305	0.0275452628968254	"0/1/2/3/4"	"639/183/154/53/7"	2.68421052631579	5.89473684210526
"Ho174"	175	815	78	63	0.000398633257403189	0.2706	-0.0091	1536.59096455344	108.347983411181	1653.86723153184	23.7313521545319	0.00344242627642832	0.270569476082005	0.0278355953467153	"0/1/2/3/4"	"542/189/66/79/2"	2.625	2.59239130434783
"Ho175"	176	867	56	51	0.0283769063180828	0.2653	-0.0237	1528.85593472974	108.107628209165	1645.85394511542	16.5738161559889	0.00507953162194053	0.265305010893246	0.0293243193793911	"0/1/2/3/4"	"535/244/77/52/10"	2.42857142857143	3.85714285714286
"Ho176"	177	681	60	52	0.0628922237380628	0.267	-0.0034	1522.2532794975	107.5390804795	1638.56274090495	21.2900523560209	0.0163217255106936	0.267039563437926	0.0293309958584337	"0/1/2/3/4"	"441/169/63/54/6"	2.26086956521739	2.56521739130435
"Ho177"	178	698	49	40	-0.0186314363143631	0.2646	-0.0068	1511.70278524501	107.059840707043	1627.42558036808	11.2272727272727	0.00808193032958338	0.264593495934959	0.0172897603908189	"0/1/2/3/4"	"429/190/69/43/7"	2	4.94736842105263
"Ho178"	179	898	54	46	0.00630296610169492	0.2572	-0.0126	1501.86671166121	106.351886842224	1616.72057196096	11.3644973833756	0.0102701580281528	0.257245762711864	0.0206709728194103	"0/1/2/3/4/5"	"613/201/77/48/4/1"	2.42105263157895	6.14619883040936
"Ho179"	180	919	56	45	0.0353215767634855	0.2696	-0.0122	1496.24569805232	105.778978800794	1610.43863864218	21.5384615384615	0.00330002237123828	0.269647302904564	0.0235018471414729	"0/1/2/3/4"	"566/266/76/51/5"	2.14285714285714	1.92857142857143
"Ho180"	181	850	59	48	0.00211581291759465	0.2667	-0.0173	1491.04259128511	105.259167899261	1604.62870655773	12.5661861074705	0.0046978411143046	0.266681514476615	0.0218220296433162	"0/1/2/3/4"	"502/230/99/60/7"	2.66666666666667	5.52941176470588
"Ho181"	182	763	80	61	-0.0490898058252427	0.2584	-0.009	1484.85568367932	104.805174066146	1597.87289902233	16.243071632357	0.00490901258841081	0.258446601941748	0.0222011622536946	"0/1/2/3/4/5"	"471/188/90/62/12/1"	2.77272727272727	5.32683982683983
"Ho182"	183	1115	71	62	-0.000679694137638063	0.2592	0.0091	1477.17699623579	104.626926187294	1590.04967863919	10.5864946282424	0.00951461324736935	0.259150382327952	0.0169690064709596	"0/1/2/3/4/5"	"793/223/80/70/9/2"	2.95238095238095	11.247619047619
"Ho183"	184	896	68	59	-0.0284816753926702	0.2617	0.0079	1474.55967361891	104.356842308786	1587.09505664853	23.6371543835482	0.0107075982060254	0.261717277486911	0.015970515970516	"0/1/2/3/4/6"	"573/239/72/56/14/1"	2.18518518518519	2.77207977207977
"Ho184"	185	725	56	48	-0.0536869340232859	0.2578	-0.0083	1469.40307567227	104.054485170928	1581.5393481551	16.9097333761645	0.00860051961896335	0.257761966364812	0.0155621519183168	"0/1/2/3/4/5"	"432/203/83/49/5/1"	2.28571428571429	3.41428571428571
"Ho185"	186	852	61	53	0.0243646408839779	0.2524	0.0012	1461.29279903436	103.574060638011	1572.82489188826	20.7789545832857	0.0101868167563224	0.252386740331492	0.0172122053997613	"0/1/2/3/4"	"644/137/65/54/5"	2.40909090909091	2.63419913419913
"Ho186"	187	948	48	38	-0.0162778904665314	0.253	0.0071	1455.69594245829	103.1868683245	1566.73736106185	26.4973525980436	0.00494267184589225	0.252981744421907	0.0134806018096107	"0/1/2/3/4"	"466/379/87/50/4"	1.80952380952381	1.06190476190476
"Ho187"	188	1000	71	59	-0.0435316336166195	0.2481	0.0109	1451.5389193999	102.556324388463	1561.95102959299	28.5822592873389	0.011010541217535	0.248064211520302	0.0105636884581368	"0/1/2/3/4"	"652/188/149/61/9"	2.26923076923077	1.72461538461538
"Ho188"	189	874	92	78	0.00588235294117647	0.2472	0.0123	1448.06096257932	102.314440385583	1558.15175565582	19.2586416981979	0.00697543764059616	0.247216386554622	0.0106160391146993	"0/1/2/3/4"	"572/234/57/82/7"	3.12	5.86
"Ho189"	190	753	47	42	-0.0039622641509434	0.244	0.0175	1443.04603156865	102.25378415365	1553.11445870523	14.1403751404616	0.00111948134305151	0.244	0.00626135537790698	"0/1/2/3/4/5"	"454/196/95/43/6/1"	2.1	3.77894736842105
"Ho190"	191	629	70	54	-0.0300146412884334	0.2533	-0.004	1436.11943259388	101.62498627501	1545.45718141161	20.9237126509854	0.00188500050121987	0.253265007320644	0.00752999441964286	"0/1/2/3/4"	"436/133/55/54/5"	2.34782608695652	2.78260869565217
"Ho191"	192	788	42	38	0.0365617433414044	0.2529	-0.0067	1426.53566167994	101.385172909136	1535.72059640633	24.5158514492754	-0.00189582083289153	0.252857142857143	0.00922670717592593	"0/1/2/3/4"	"377/309/90/47/3"	1.72727272727273	1.35064935064935
"Ho192"	193	814	69	56	-0.00706896551724138	0.2481	-0.0036	1420.54035660546	100.64400701641	1528.9496922354	11.3869863013699	0.00433636504255452	0.248057471264368	0.0112163156702899	"0/1/2/3/4"	"579/120/110/55/6"	2.8	8.48421052631579
"Ho193"	194	882	79	69	-0.0450052576235542	0.2477	0.0074	1415.07701864977	100.405422508312	1523.17630274258	15.7967387522866	0.00287208183988663	0.247718191377497	0.00962401210846868	"0/1/2/3/4"	"707/138/28/76/2"	2.76	7.02333333333333
"Ho194"	195	962	24	22	0.0267276422764228	0.2441	0.0208	1410.68212057895	100.265384473755	1518.59709882926	14.8741463414634	0.00389560834203562	0.244136178861789	0.00943416400547445	"0/1/2/3/4"	"394/466/94/23/7"	1.83333333333333	1.06060606060606
"Ho195"	196	844	70	58	-0.0228381374722838	0.2409	0.016	1407.31606930596	98.6576570914143	1514.40213246834	20.7352357807837	-7.41236663308609e-05	0.240853658536585	0.00930460216929612	"0/1/2/3/4"	"462/174/197/64/5"	2.14814814814815	3.43874643874644
"Ho196"	197	826	98	80	-0.0632450331125828	0.2504	0.0034	1402.54001909197	98.4520153933748	1509.34355896641	32.8521781934531	0.00853731722919937	0.250353200883002	0.0141200558574879	"0/1/2/3/4"	"650/106/50/96/4"	2.42424242424242	2.37689393939394
"Ho197"	198	843	49	40	-0.000283125707814269	0.2437	0.0215	1397.58822681452	98.4497103698298	1504.5055525355	8.6924219910847	0.00639273964813136	0.243737259343148	0.0230934567947942	"0/1/2/3/4"	"482/301/52/33/15"	2.5	7.46666666666667
"Ho198"	199	878	41	33	-0.0422063666300768	0.2381	0.022	1392.95997990128	97.950470789216	1499.30594877043	18.9295774647887	0.00148226733789936	0.238090010976948	0.0239814082278481	"0/1/2/3/4"	"548/196/127/36/4"	1.5	1.78571428571429
"Ho199"	200	817	93	80	-0.0751950947603122	0.2411	0.0346	1388.86655895095	97.2715079053349	1494.56349827604	21.2505590247296	0.00920074456015962	0.241137123745819	0.0215204604503464	"0/1/2/3/4"	"596/165/43/89/4"	2.75862068965517	5.40394088669951
"Ho200"	201	865	38	33	-0.0243875278396437	0.247	0.0253	1384.02276253284	97.2491745387849	1489.77849756071	34.4615384615385	0.0032102961259084	0.247048997772829	0.0209736847071256	"0/1/2/3/4"	"469/302/84/36/7"	1.5	0.642857142857143
"Ho201"	202	828	65	53	-0.0175936435868331	0.2459	0	1379.90346704786	96.5006040838929	1484.97773391702	16.8439186532757	-0.000145665979493392	0.245936435868331	0.0233891675920051	"0/1/2/3/4"	"538/183/96/58/6"	2.78947368421053	3.61988304093567
"Ho202"	203	817	73	63	-0.0732954545454546	0.2396	0.0152	1375.36510209651	96.2696405019622	1480.12038185216	19.9088206144698	0.00276337907626489	0.239625	0.0261700831422018	"0/1/2/3/4"	"598/154/57/69/2"	2.25	4.19444444444444
"Ho203"	204	934	45	35	-0.0354489164086687	0.2479	0.0158	1370.75024237884	96.1187094125807	1475.3016208192	18.1690947261276	0.00272475439596009	0.247915376676987	0.026821182657385	"0/1/2/3/4"	"449/364/106/44/6"	2.1875	1.49583333333333
"Ho204"	205	799	81	65	-0.00532407407407407	0.2359	0.0076	1367.61536842515	95.5864375904706	1471.64452992277	12.9672835716165	0.00341145112670915	0.235914351851852	0.0234902193123393	"0/1/2/3/4/5"	"571/122/96/67/7/1"	2.95454545454545	8.80735930735931
"Ho205"	206	815	73	61	-0.0644977168949772	0.2384	0.0296	1362.88410770886	95.5025446722175	1466.8338634504	28.5928635644976	0.00112078590555598	0.238424657534247	0.0131533668154762	"0/1/2/3/4"	"611/149/47/62/7"	2.17857142857143	2.00396825396825
"Ho206"	207	875	38	30	-0.0453591160220995	0.24	0.0098	1358.45100438879	95.3598502122271	1462.20704332417	22.2243800418285	0.00162211635111409	0.24	0.013277268809952	"0/1/2/3/4"	"484/302/82/29/8"	1.57894736842105	1.14619883040936
"Ho207"	208	860	62	53	0.00673603504928806	0.2406	0.004	1354.83473819164	94.6695083840331	1457.97018814964	21.76816861505	0.00318706030346938	0.240580503833516	0.016190444867228	"0/1/2/3/4"	"521/207/122/59/4"	2.20833333333333	2.60688405797101
