"ID"	"sex"	"age"	"stage"	"WH"	"captive"	"growth_rate"	"d.dev"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"	"62"	"63"	"64"	"65"	"66"	"67"	"68"	"69"	"70"	"71"	"72"	"73"	"74"	"75"	"76"	"77"	"78"	"79"	"80"	"81"	"82"	"83"	"84"	"85"	"86"	"87"	"88"	"89"	"90"	"91"	"92"	"93"	"94"	"95"	"96"	"97"	"98"	"99"	"100"	"101"	"102"	"103"	"104"	"105"	"106"	"107"	"108"	"109"	"110"	"111"	"112"	"113"	"114"	"115"	"116"	"117"	"118"	"119"	"120"	"121"	"122"	"123"	"124"	"125"	"126"	"127"	"128"	"129"	"130"	"131"	"132"	"133"	"134"	"135"	"136"	"137"	"138"	"139"	"140"	"141"	"142"	"143"	"144"	"145"	"146"	"147"	"148"	"149"	"150"	"151"	"152"	"153"	"154"	"155"	"156"	"157"	"158"	"159"	"160"	"161"	"162"	"163"	"164"	"165"	"166"	"167"	"168"	"169"	"170"	"171"	"172"	"173"	"174"	"175"	"176"	"177"	"178"	"179"	"180"	"181"	"182"	"183"	"184"	"185"	"186"	"187"	"188"	"189"	"190"	"191"	"192"	"193"	"194"	"195"	"196"	"197"	"198"	"199"	"200"
"key3321"	"199_33_2_w"	2	1	1	1	"196_11_16_w/196_4_17_w"	0	0	-0.05	0	0	0	0	-0.05	0.05	0	0.05	0	0	0	0	0.05	0.05	0.05	0	0	-0.05	0.05	1	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	2	1	2	2	2	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	1	2	2	1	1	1	2	2	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	2	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	2	1	2	2	1	2	2	2	1	1	2	2	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	2	1	2	2	1	2	2	2	1	2	1	1	2	1
"key6.2201"	"200_21_8_w"	1	0	1	1	"197_6_11_w/197_10_30_w"	0	0	-0.05	-0.05	0.05	0.05	-0.05	-0.05	-0.05	0	0.05	0.05	-0.05	0.05	0	0.05	-0.05	0.05	0.05	-0.05	0	0	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	2	1	2	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	1	2	1	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	2	1	1	2	2	1	2	2	2	2	2	1	1	2	1	2	2	1	1	2	2	2	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	2	1	2	2	2	2	1	1	2	2	1	1	2	2	1	2	2	1	2	2	1	2	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	2	1	1	2	2	2	1	2	2	2	2	2	1	2	1
"key419"	"199_20_3_w"	2	1	1	1	"196_19_6_w/196_11_27_w"	0	0	-0.05	0.05	-0.05	0.05	-0.05	0	0	0	0	0	0	0	0.05	-0.05	-0.05	0	0	0	0	0	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	2	1	2	1	2	2	2	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	2	1	1	1	2	2	2	2	2	1	1	1	2	1	2	2	1	2	2	2	1	1	2	2	2	2	1	2	2	1	1	1	2	2	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	1	1	2	1	2	2	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1	2	2	1	1	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2
"key6.6171"	"200_23_26_w"	2	0	1	1	"197_19_10_w/197_27_35_w"	0	0	-0.05	0.05	0.05	0	-0.05	-0.05	0	0	0	-0.05	0	-0.05	0	0.05	-0.05	0	0	0	-0.05	-0.05	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	2	2	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	1	2	1	1	2	1	2	1	2	2	2	2	2	2	2	2	1	1	2	1	1	1	2	2	1	2	1	2	2	2	2	2	1	2	1	1	2	2	1	2	2	1	2	1	2	1	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1	1	2	2	2	1	2	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	1	1	1	1
"key3.51"	"200_2_25_w"	2	0	1	1	"197_5_1_w/197_27_36_w"	0	0	0	0.05	0.05	0.05	-0.05	-0.05	0.05	0.05	0	0	0	-0.05	0	0.05	0	0	0.05	0.05	0	-0.05	1	1	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	2	1	2	2	2	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	2	1	2	2	2	2	1	1	1	1	1	2	2	1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	2	1	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	2	2	2	1	2	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	2	2	2	1	2	2	2	1	1	2	2	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	2	2	2	2	2	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	2	2
"key6.224"	"198_25_13_w"	1	2	1	1	"195_1_3_w/195_28_21_w"	0	0	0.05	0	-0.05	0.05	-0.05	0	0.05	-0.05	-0.05	0.05	0.05	0.05	0.05	0	0	0	0.05	0	0	0	2	2	1	1	1	1	2	1	2	1	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	2	1	2	2	2	1	2	2	1	1	2	1	2	2	2	1	1	1	1	2	2	2	1	1	2	2	2	1	2	1	2	2	1	1	1	1	1	1	2	2	2	2	2	1	1	2	1	2	1	1	2	2	2	2	1	1	2	1	2	1	1	2	2	2	1	2	1	2	2	2	2	1	1	1	2	2	2	2	1	2	2	1	2	2	1	1	2	1	1	1	2	1	2	2	2	2	2	2	2	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	1	1	1	2	2	1	2	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2
"key5.321"	"200_23_19_w"	2	0	1	1	"197_19_10_w/197_27_35_w"	0	0	-0.05	0.05	0	0.05	0	-0.05	0.05	0	0	-0.05	-0.05	0	0.05	0.05	-0.05	0.05	0.05	0	-0.05	-0.05	1	1	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	2	1	2	2	2	1	1	1	2	1	1	1	2	2	2	2	1	2	2	2	1	2	1	1	1	1	2	2	2	1	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	1	2	1	2	1	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	2	1	2	2	2	1	2	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1	2	2	2	2	2	1	1	2	2	1	1	2	2	2	1	1	1	2	2	2	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	1	1	1	2
"key6.341"	"199_6_22_w"	2	1	1	1	"196_19_7_w/196_20_20_w"	0	0	-0.05	-0.05	0	0.05	0	0	0.05	0	0	0.05	0.05	-0.05	0.05	0	0.05	0	0.05	-0.05	-0.05	0.05	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	2	1	2	2	2	1	2	2	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	2	2	2	1	2	1	1	2	2	2	1	2	2	1	2	1	1	2	2	1	2	2	2	1	2	2	1	1	2	1	1	2	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	1	2	2	2	1	2	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	1	2	2	2	2	2	1	2	2	2	2	2	1	2	1	1
"key4.530"	"200_32_21_w"	2	0	1	1	"197_17_20_w/197_1_33_w"	0	0	0	0.05	0	0.05	0	-0.05	0.05	0.05	-0.05	0.05	-0.05	0	0.05	0.05	0	0.05	-0.05	-0.05	-0.05	0.05	2	2	2	1	1	2	2	1	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	2	1	1	2	1	1	2	1	2	2	1	2	1	2	1	1	1	1	2	1	2	2	1	1	1	1	2	2	2	1	2	1	1	1	1	2	2	2	1	1	2	1	2	2	2	1	1	2	2	2	2	1	1	2	2	2	1	1	2	1	2	1	1	2	1	1	2	2	2	2	1	2	2	1	1	2	1	1	2	2	2	2	2	1	2	1	2	1	1	2	2	1	1	2	2	2	1	1	2	1	2	2	2	2	2	1	1	2	2	1	1	2	1	2	2	1	1	2	2	1	2	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	1	1	2	1
"key5.671"	"200_10_29_w"	2	0	1	1	"197_5_3_w/197_7_15_w"	0	0	-0.05	-0.05	0.05	0	-0.05	0.05	0.05	0	0	0	-0.05	-0.05	0.05	0.05	0	0.05	0.05	0	0	0	1	2	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	1	1	2	2	1	1	2	2	2	1	2	1	2	1	1	1	2	2	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	1	2	1	2	1	1	2	2	2	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	2	2	2	2	1	2	2	2	1	1	2	2	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	2	1	2	1	2
"key4.533"	"200_36_29_w"	2	0	1	1	"197_21_28_w/197_21_30_w"	0	0	0	0	0.05	0	-0.05	-0.05	0.05	0	-0.05	-0.05	0.05	0.05	0.05	0.05	-0.05	0	-0.05	0	-0.05	0	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	2	2	2	2	2	1	1	1	2	1	2	2	1	1	2	2	1	2	1	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	1	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1	1	2	2	1	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	1	1	1	1
"key4.59"	"200_10_27_w"	2	0	1	1	"197_5_3_w/197_7_15_w"	0	0	-0.05	-0.05	0.05	0	-0.05	0	0.05	-0.05	0.05	0.05	-0.05	0.05	0.05	0.05	0	0.05	0.05	0	0	-0.05	1	1	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	2	1	1	1	2	1	2	2	1	2	1	1	2	1	2	1	1	1	2	2	1	1	2	1	2	1	2	2	2	1	2	1	2	2	1	1	2	2	1	2	2	1	2	2	1	2	2	1	1	1	2	2	1	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	2	1	2	1	1	1	1	2	2	1	2	2	2	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	2	2	1	2	1	1
"key4.124"	"200_25_18_w"	2	0	1	1	"197_12_5_w/197_24_8_w"	0	0	0	0.05	0.05	0	-0.05	-0.05	0.05	0	-0.05	0	0	0.05	0.05	0.05	0	0	0	0	-0.05	0	1	1	2	1	2	2	1	1	2	1	2	2	2	1	1	1	2	1	2	1	1	2	2	2	2	2	1	2	2	1	1	2	1	1	1	2	2	2	1	2	1	2	1	1	1	2	2	2	1	1	2	2	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	2	1	2	2	2	2	1	1	2	1	2	2	2	2	1	2	1	1	2	2	1	1	1	2	2	2	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	2	1	1	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	1	1	2	1
"key4.3111"	"198_12_13_w"	2	2	1	1	"195_9_24_w/195_4_25_w"	0	0	0	0.05	-0.05	0.05	0	0	0.05	-0.05	-0.05	0	0	0.05	0.05	0	0.05	0.05	0	0	-0.05	0.05	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	1	2	2	1	2	2	2	1	2	1	2	2	2	2	1	1	2	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	2	2	2	2	2	1	2	2	1	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	1	1	2	1	1	1	2	2	2	2	1	2	2	1	1	1	1	2	2	1	1	2	2	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	2	1	1	2	1	2	2	2	2	1	2	1	2	1	1	2	1	2	2	1	1	2	2	1	1	2	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	2	1	2	2	2	2	2	1	2	2	1	1	2	1
"key6.234"	"200_36_7_w"	2	0	1	1	"197_21_28_w/197_21_30_w"	0	0	-0.05	0	0.05	0.05	-0.05	-0.05	0.05	-0.05	-0.05	0	0	0.05	0.05	0.05	-0.05	0	-0.05	0.05	0	0	1	2	1	1	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2	2	1	2	1	2	2	2	2	2	1	1	2	1	2	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	2	2	1	2	2	2	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	2	1	2	2	2	2	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	2	2	2	1	1	2	1
"key6.144"	"200_5_4_w"	2	0	1	1	"197_24_9_w/197_4_19_w"	0	0	-0.05	0.05	0	-0.05	-0.05	-0.05	0	0	0	0	0	0.05	0	0	0	0.05	0.05	-0.05	0	0	1	1	1	1	1	2	1	1	2	2	2	2	1	2	1	1	2	2	1	1	1	2	2	1	2	2	2	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	2	1	2	2	2	2	1	1	2	2	2	1	2	2	1	2	2	1	1	1	2	2	1	1	2	1	2	2	1	1	1	2	2	2	2	2	1	2	1	2	2	1	1	1	1	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	2	2	2	2	2	2	1	1	2	2	1	1	1	2	2	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1
"key5.523"	"197_27_36_w"	1	3	2	1	"194_4_29_w/194_16_20_w"	0	0	-0.05	0.05	0.05	0.05	-0.05	-0.05	0.05	0	0	0	0	0	0	0.05	-0.05	0	0	0	-0.05	-0.05	1	1	1	1	2	1	1	1	2	2	2	2	1	2	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	2	2	2	2	1	2	2	1	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	1	2	1	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	2	2	2	1	1	2	1	2	1	2	2	2	2	1	1	1	1	2	2	1	1	2	2	1	1	1	2	2	1	2	2	2	2	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	2	2	2	1	2	1	1	1	2	1	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2
"key4.6251"	"200_35_25_w"	2	0	1	1	"197_7_28_w/197_10_32_w"	0	0	0	-0.05	0	0.05	0.05	0	0	0.05	0	0	0	0	0.05	0.05	0	0	-0.05	0	-0.05	0	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	1	1	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	2	2	2	2	1	1	2	2	1	1	2	1	1	2	2	1	2	2	2	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	1	1	2	2	2	1	2	2	2	2	2	2	1	2	1
"key581"	"200_9_1_w"	2	0	1	1	"197_2_33_w/196_23_32_w"	0	0	-0.05	0.05	0	0.05	0.05	-0.05	0	0	-0.05	0	0.05	0	0.05	0	0.05	0.05	-0.05	-0.05	-0.05	0	2	2	1	2	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	1	1	2	2	2	1	2	2	1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	1	1	1	2	1	2	2	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	1	2	1	1	2	2	2	2	2	1	2	1	1	2	2	2	2	1	2	2	2	1	1	2	2	1	1	1	1	2	2	2	2	2	2	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	1	1	1	2
"key4.3311"	"199_32_21_w"	2	1	1	1	"196_14_7_w/196_17_23_w"	0	0	0	0	0	0.05	0	0	-0.05	0	-0.05	0	0.05	-0.05	0.05	0.05	0.05	0.05	0	0	-0.05	-0.05	2	2	1	1	2	1	1	2	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	1	1	1	2	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	1	2	1	1	1	1	2	2	2	2	2	2	2	1	1	2	1	2	1	1	1	2	2	1	1	2	1	2	2	2	2	1	1	2	1	2	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	2	2	1	1	1	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	2	1	1	2	2	1	2	1	1	2	1	2	1	2	2	1	1	2	2	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	2	2	2	2	1	1	2	1
"key6.717"	"200_27_14_w"	1	0	1	1	"197_16_4_w/197_12_18_w"	0	0	0	0	0.05	0.05	0	0	0.05	-0.05	-0.05	-0.05	0	-0.05	0.05	0.05	0	0	0.05	0	0	0	1	2	1	2	2	2	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	2	2	1	1	2	2	1	2	1	1	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2	1	1	2	1	2	2	1	1	2	2	1	1	2	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	2	1	2	2	2	2	1	1	2	2	1	1	2	2	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2
"key6.5110"	"198_2_18_w"	1	2	1	1	"195_27_12_w/195_5_1_w"	0	0	-0.05	0.05	-0.05	0	-0.05	-0.05	0	0	-0.05	0	0	0.05	0.05	0.05	0.05	0.05	0	0	0	0	1	2	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	1	1	1	2	2	1	2	2	2	1	1	2	2	2	2	1	1	1	2	2	1	2	2	2	2	1	1	1	1	2	2	2	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	2	1	1	2	2	1	2	1	2	1	1	1	1	2	2	2	1	2	2	2	1	2	2	2	1	1	1	2	1
"key6151"	"200_16_1_w"	1	0	1	1	"197_9_37_w/197_3_31_w"	0	0	-0.05	0	0	0.05	0	-0.05	0	0	-0.05	0	-0.05	0	0	0	0.05	0	0	0	0	0	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	2	2	2	1	2	1	2	1	1	1	2	1	2	2	2	1	1	2	2	2	2	1	2	1	2	1	1	2	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	1	1	2	2	1	2	2	2	1	1	2	1	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	1	2	2	1	2	2	2	1	1	2	2	2	1	1	2	2	2	2	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2
"key4.614"	"200_19_27_w"	2	0	1	1	"197_30_17_w/197_16_12_w"	0	0	0	-0.05	-0.05	0	0	-0.05	0	0	-0.05	-0.05	-0.05	0	0.05	0.05	0	0.05	0.05	-0.05	0	0	1	1	2	1	1	2	1	1	2	2	2	2	1	2	1	1	1	1	2	2	2	1	2	2	2	2	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	2	2	2	1	2	2	1	2	2	2	2	2	1	2	1	2	2	1	2	2	2	2	1	1	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	1	2	1	2	2	2	2	1	1	2	2	1	1	2	1	2	1	1	1	2	2	2	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	1	1	1	2
"key5.2221"	"200_23_18_w"	2	0	1	1	"197_19_10_w/197_27_35_w"	0	0	-0.05	0.05	0.05	0.05	0	-0.05	0.05	0	0.05	-0.05	0	-0.05	0.05	0.05	0	0	0	-0.05	-0.05	-0.05	1	2	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	1	1	2	1	1	1	2	2	2	2	1	2	2	2	1	1	2	1	1	1	2	2	1	2	1	2	2	2	2	2	1	2	1	1	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	1	1	2	2	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	2	2	1	1	1	2	2	1	1	2	2	1	2	2	1	1	1	1	1	2	2	1	1	2	2	1	1	1	2	2	1	1	1	2	2	2	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	1	1	2	2
