"ID"	"sex"	"age"	"stage"	"WH"	"captive"	"growth_rate"	"d.dev"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"	"62"	"63"	"64"	"65"	"66"	"67"	"68"	"69"	"70"	"71"	"72"	"73"	"74"	"75"	"76"	"77"	"78"	"79"	"80"	"81"	"82"	"83"	"84"	"85"	"86"	"87"	"88"	"89"	"90"	"91"	"92"	"93"	"94"	"95"	"96"	"97"	"98"	"99"	"100"	"101"	"102"	"103"	"104"	"105"	"106"	"107"	"108"	"109"	"110"	"111"	"112"	"113"	"114"	"115"	"116"	"117"	"118"	"119"	"120"	"121"	"122"	"123"	"124"	"125"	"126"	"127"	"128"	"129"	"130"	"131"	"132"	"133"	"134"	"135"	"136"	"137"	"138"	"139"	"140"	"141"	"142"	"143"	"144"	"145"	"146"	"147"	"148"	"149"	"150"	"151"	"152"	"153"	"154"	"155"	"156"	"157"	"158"	"159"	"160"	"161"	"162"	"163"	"164"	"165"	"166"	"167"	"168"	"169"	"170"	"171"	"172"	"173"	"174"	"175"	"176"	"177"	"178"	"179"	"180"	"181"	"182"	"183"	"184"	"185"	"186"	"187"	"188"	"189"	"190"	"191"	"192"	"193"	"194"	"195"	"196"	"197"	"198"	"199"	"200"
"key36"	"53_7_7_w"	2	2	1	1	"49_81_8_w/50_63_3_w"	0	0	0	-0.05	-0.05	-0.05	0	0	0	0.05	0.05	0	0	0	0	0.05	0	0	0	-0.05	0	-0.05	1	1	2	1	2	2	1	2	2	2	1	1	2	1	2	1	2	2	1	1	1	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	2	2	2	1	2	1	2	2	2	1	1	1	1	2	2	1	1	2	2	1	2	2	2	1	2	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	2	2	2	1	2	2	1	2	1	1	2	2	2	2	1	2	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	2	2	2	2	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2
"key6.157"	"54_8_52_w"	1	1	1	1	"50_140_8_w/51_2_11_w"	0	0	0.05	0.05	-0.05	0	0	0	0.05	-0.05	0	0	0.05	-0.05	-0.05	0	0.05	0	0	0	0	0.05	1	1	1	2	2	2	1	2	2	2	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	2	1	2	1	1	1	2	2	2	2	1	1	2	2	1	2	2	2	2	2	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	2	2	1	1	2	2	1	1	1	2	1	2	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	2	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	2	1	2	1	2	2	1	1	1	1	1	2	2	2	1	2
"key6.167"	"54_8_54_w"	1	1	1	1	"50_140_8_w/51_2_11_w"	0	0	0.05	0.05	0	-0.05	0	-0.05	0.05	0	0	0	0	-0.05	-0.05	0	0.05	0	0	0	0.05	0	1	1	1	2	1	1	1	2	2	2	1	1	2	1	2	2	2	2	1	1	1	2	2	2	1	1	2	2	2	2	1	2	1	2	1	1	2	2	1	1	2	1	1	1	2	2	2	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	2	2	1	2	2	1	2	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	1	2	2	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	1	2	1	1	2	1	2	2	1	1	1	2	1	2	1	1	2	1	1	2	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	2	2	2	1	2
"key4.91"	"54_2_45_w"	2	1	1	1	"50_202_5_w/50_184_6_w"	0	0	0	-0.05	0.05	-0.05	-0.05	0	0.05	-0.05	0	0	0.05	-0.05	0	0.05	0	0.05	-0.05	0	0	-0.05	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	2	1	2	1	2	2	1	2	2	2	1	2	2	1	1	1	2	1	1	2	2	2	2	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	2	2	1	1	1	2	1	1	2	2	2	2	2	1	1	2	1	1	1	2	2	1	2	1	1	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	2	2	2	1	2	1	2	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	2
"key3.276"	"54_7_108_w"	2	1	1	1	"50_127_5_w/50_142_1_w"	0	0	0	0.05	-0.05	0	0	0.05	0.05	-0.05	0.05	-0.05	0.05	0.05	0	0	0	0	0	0.05	0	0.05	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	1	2	1	2	1	2	1	2	1	2	2	2	1	2	2	2	2	2	1	1	2	2	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	2	2	2	1	1	1	2	1	1	1	2	2	1	1	2	2	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	2	1	2	2	2	2	1	2	1	1	1	1	2	2	2	2	1	1	1	2	1	1	2	2	2	2	2	1	2	1	2	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	1	2	1	2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	1	1	2	2	2	1	2	2	1	2	1	1	1	1	2	2	1	2
"key6.275"	"54_8_108_w"	2	1	1	1	"50_140_8_w/51_2_11_w"	0	0	0.05	0	-0.05	0	0	0	0	0	0	0	0.05	-0.05	0.05	0	0.05	0	0	0.05	0	0	1	1	1	1	2	1	1	2	2	1	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	1	2	1	2	1	1	2	2	1	1	2	2	2	2	2	1	2	2	1	1	1	2	2	2	1	1	1	2	2	2	2	1	1	2	1	2	1	1	2	2	2	2	2	1	2	1	1	1	2	2	2	1	2	2	2	2	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	1	2	1	1	1	1	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2	1	2	1	2	1	2	2	2	2	1	2	1	2	1	2	1	1	1	2	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2
"key6.235"	"54_6_88_w"	1	1	1	1	"50_188_3_w/50_63_3_w"	0	0	0	0	0	0	-0.05	0	0.05	0	0	0	-0.05	0	0.05	0.05	0	-0.05	-0.05	0.05	0	0.05	1	1	2	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	1	1	1	2	2	2	1	1	1	2	2	2	2	1	2	1	2	2	1	1	2	1	2	2	2	2	1	2	1	1	2	2	1	1	1	2	2	1	1	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	1	2	2	1	1	2	2	1	1	1	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	2	2	1	2	2	2	1	1	2	2	2	1	1	2	2	2	2	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2
"key3.105"	"54_6_30_w"	1	1	1	1	"50_188_3_w/50_63_3_w"	0	0	0	-0.05	0	0	-0.05	0	0	0.05	0.05	-0.05	0	-0.05	0	0.05	0	-0.05	-0.05	0.05	-0.05	-0.05	1	1	2	1	2	2	2	2	2	1	1	1	2	1	2	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2	1	1	2	2	2	2	2	1	2	1	2	2	1	1	2	1	2	2	2	2	1	1	1	1	1	2	1	1	2	2	2	2	1	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	2	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2
"key3.271"	"54_2_123_w"	2	1	1	1	"50_202_5_w/50_184_6_w"	0	0	0	-0.05	0.05	0	-0.05	0	0.05	-0.05	0	0.05	0.05	-0.05	0.05	0.05	0	0.05	-0.05	0	0	0	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	2	2	1	1	1	2	1	1	2	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	1	2	1	1	1	1	2	2	1	2	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2
"key5.316"	"54_6_25_w"	2	1	1	1	"50_188_3_w/50_63_3_w"	0	0	0	-0.05	0	-0.05	0	0	-0.05	0.05	0.05	-0.05	0	0	0	0.05	0	-0.05	-0.05	0.05	-0.05	0	1	1	2	1	1	1	2	1	2	2	1	1	2	2	1	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2	1	1	2	2	1	1	1	1	2	1	1	2	1	1	2	2	2	2	1	1	2	1	2	1	1	2	2	2	1	1	1	2	1	2	2	1	2	1	2	2	1	1	2	1	2	2	2	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	2	1	2	1	1	2	2	1	2	1	2	1	1	1	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	1	1	2	1	1	2	2	2	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2
"key5.210"	"54_2_12_w"	1	1	1	1	"50_202_5_w/50_184_6_w"	0	0	0	-0.05	0.05	0	-0.05	-0.05	0.05	0	0	0.05	0	0	0	0.05	0	0	-0.05	-0.05	0	-0.05	1	1	2	1	2	2	1	1	1	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	1	2	2	1	2	2	2	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	1	2	1	1	1	2	2	1	1	1	2	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2
"key6.33"	"53_4_21_w"	2	2	1	1	"49_149_8_w/50_34_6_w"	0	0	0.05	-0.05	0	0	-0.05	0	0.05	-0.05	0.05	-0.05	0	0	0	0	0.05	0.05	0.05	0	0	0	1	1	1	2	2	2	1	1	1	2	1	1	2	1	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	1	2	2	2	2	1	1	2	1	2	2	2	1	2	2	2	1	1	2	2	1	2	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	1	1	2	1	2	1	1	1	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	2	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	2	2	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	2	2	2
"key6.67"	"54_8_31_w"	1	1	1	1	"50_140_8_w/51_2_11_w"	0	0	0.05	-0.05	-0.05	-0.05	0.05	0	0.05	-0.05	0	0	0	-0.05	-0.05	0	0.05	0	0	0	0.05	0	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	1	1	2	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	1	1	1	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	2	1	1	2	2	2	2	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	2	2	2
"key3.9"	"53_2_41_w"	2	2	1	1	"49_139_9_w/49_276_6_w"	0	0	0.05	0.05	-0.05	-0.05	-0.05	0	0	0	0	0	0.05	-0.05	-0.05	0.05	0.05	0	0.05	0.05	0	0	1	1	2	2	2	2	1	2	2	2	1	1	2	2	2	2	1	2	1	1	1	2	2	2	1	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	2	1	1	1	1	2	1	1	2	2	1	1	2	2	1	2	2	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	2	2	1	2	1	2	2	1	1	2	1	1	2	1	2	2	1	1	2	2	2	1	1	2	1	2	2	1	1	1	1	1	1	2	2	2	2	1	2	2	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2
"key4.211"	"53_12_12_w"	1	2	1	1	"50_200_5_w/49_61_9_w"	0	0	0	-0.05	0.05	0	0	0.05	-0.05	0	0	-0.05	0	0	0.05	0.05	-0.05	0.05	0.05	0	0	0	1	1	1	2	2	2	1	1	2	2	1	1	2	2	2	2	2	2	1	1	2	1	2	2	1	2	2	2	2	2	1	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	2	2	1	2	2	1	2	1	2	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	2	2	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	2	1	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	2	1	1	1	2	2	1	1	2	1	1	1	1	2	2	2	2	1	1	2	2	2	2	2	1	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	2	2	2
"key4.235"	"54_6_80_w"	2	1	1	1	"50_188_3_w/50_63_3_w"	0	0	0	0	0	0	0	0	-0.05	0	0.05	-0.05	0	-0.05	0.05	0.05	0	-0.05	-0.05	0.05	-0.05	0	1	1	2	1	1	1	2	1	2	2	1	1	2	2	1	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	1	2	1	2	2	2	2	1	1	1	2	2	2	2	1	2	1	2	2	1	1	2	1	2	2	2	2	1	2	1	1	2	2	1	1	1	2	2	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	1	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	1	1	1	2	1	1	2	2	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	2	2	2	2
"key6.391"	"54_7_19_w"	1	1	1	1	"50_127_5_w/50_142_1_w"	0	0	0.05	0	-0.05	0	-0.05	0.05	0	0	0	-0.05	0.05	0.05	0	-0.05	0	0.05	0	0	0	0	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	1	2	1	1	1	2	1	2	1	2	1	2	2	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	1	1	2	2	2	1	1	1	2	1	1	1	2	2	1	1	2	2	1	2	1	1	2	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	2	1	2	2	2	1	2	2	1	1	2	2	2	1	2	1	2	2	1	1	2	2	1	1	1	2	2	2	1	2	1	1	2	2	2	1	2	2	1	2	1	1	1	1	2	2	2	2
"key5.157"	"54_8_56_w"	2	1	1	1	"50_140_8_w/51_2_11_w"	0	0	0	-0.05	-0.05	0	0	-0.05	0	-0.05	0	0	0	-0.05	0	0	0.05	0	0.05	0	-0.05	0.05	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2	1	2	1	2	2	1	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2	1	1	1	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	1	2	2	1	2	2	1	2	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	2	1	2	1	2	1	1	2	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	1	2
"key4.15"	"54_1_71_w"	2	1	1	1	"50_224_8_w/50_34_6_w"	0	0	0	0	0.05	0	-0.05	0	0.05	-0.05	0	0	-0.05	0	0	0.05	0.05	0.05	0	0.05	-0.05	0.05	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	1	2	1	2	1	1	1	2	1	2	1	1	1	2	1	2	2	2	1	2	1	1	1	1	2	1	2	2	1	1	1	1	2	2	2	1	2	1	2	1	1	2	2	2	2	2	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	1	2	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	2	1	1	1	2	2	1	1	1	1	2	1	2	2	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	2	1	1	2	2	1	1	1	2	1	1	2	2	2	2
"key5.48"	"54_1_13_w"	1	1	1	1	"50_224_8_w/50_34_6_w"	0	0	0.05	0	0	0	0	0	0.05	-0.05	0	-0.05	0	0	0.05	0.05	-0.05	0.05	0	0.05	-0.05	0.05	1	1	2	2	2	2	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	2	2	1	1	2	1	1	1	2	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	1	2	2	1	2	2	1	2	1	1	2	2	2	2	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	1	2	2	2	1	1	1	2	1	1	2	2	2	2
"key5.193"	"54_4_90_w"	2	1	1	1	"50_158_2_w/50_156_4_w"	0	0	0	-0.05	0.05	0	-0.05	0.05	0	0	0	0	-0.05	0	0	0	0	0	-0.05	0	-0.05	0.05	1	1	1	1	2	2	1	1	2	2	1	1	2	2	2	2	2	2	1	1	2	1	2	2	2	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	2	2	1	1	2	2	2	2	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	2	1	1	1	2	2	2	2	2	1	1	2	1	1	2	1	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	2	1	1	2	1	2	1	2	1	2	1	2	2	2	1	1	2	1	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	1	2	2	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	1	1	1	2	1	2	2	2
"key5.137"	"54_8_40_w"	1	1	1	1	"50_140_8_w/51_2_11_w"	0	0	0	-0.05	0	-0.05	0	0	0.05	-0.05	0	0	0.05	-0.05	0.05	0	0.05	0	0	0.05	0	0.05	1	1	1	1	2	2	1	2	2	2	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	1	1	2	1	1	2	1	1	1	2	2	2	1	1	2	2	1	2	2	2	2	2	1	1	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	2	2	1	2	2	1	1	2	1	1	1	2	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	2	1	2	1	2	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	1	2	2	1	2	2	1	1	1	1	1	2	2	2	2	2
"key4.43"	"54_4_18_w"	2	1	1	1	"50_158_2_w/50_156_4_w"	0	0	0	-0.05	0.05	0	-0.05	0.05	0	0	0.05	-0.05	-0.05	-0.05	0	0.05	0	0	0	0	-0.05	0	1	1	1	2	1	2	1	1	2	2	1	1	2	1	2	2	2	2	2	1	2	1	2	2	2	1	2	2	2	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	2	2	2	2	2	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	2	2	2	2	2	1	1	2	2	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	2	1	1	1	2	1	2	1	1	2	2	1	1	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	1	2	2	1	1	2	2	2	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	1	1	1	2	2	2	1	2	2	2
"key66"	"54_7_2_w"	2	1	1	1	"50_127_5_w/50_142_1_w"	0	0	0.05	0.05	-0.05	-0.05	0	0	0	0	0	-0.05	0.05	0.05	0	0	0	0	0	0.05	-0.05	0	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	1	1	1	2	2	2	1	2	1	1	2	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	2	2	2	2	1	1	2	2	2	2	1	1	2	1	1	1	2	2	1	1	2	2	1	2	1	1	2	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	2	1	1	1	2	1	2	2	1	2	1	2	1	1	1	2	2	2	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	2	2	2	2
"key4.26"	"54_1_116_w"	2	1	1	1	"50_224_8_w/50_34_6_w"	0	0	0	0	0	0	-0.05	0	0.05	0	0	0	-0.05	0	0	0.05	-0.05	0.05	-0.05	0	-0.05	0	2	1	2	1	1	2	1	1	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	1	2	1	2	2	1	2	1	1	2	2	1	2	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	2	1	2	2	2	1	1	2	2	1	1	2	2	1	1	1	2	1	1	2	2	2	2
