"n"	"n.juveniles"	"nadult.1"	"nadult.2"	"phenotypes"	"ho"	"fis"	"ne1"	"ne2"	"ne3"	"ne4"
"Ho"	93	1457	535	531	1.98252012072435	0.3314	-0.0021	1179.39395857209	298.170481956381	1509.41414721972	1048.9315640764
"Ho"	94	1344	478	468	1.98868653421634	0.3292	0.002	1181.8151882021	299.596535682705	1513.35639138292	873.092488957409
"Ho"	95	1443	422	415	1.95627018299246	0.3295	0.0044	1183.33430271562	300.790832096863	1516.08854823949	809.249878978959
"Ho"	96	1530	529	521	1.97428083861531	0.3294	0.0026	1185.5800222558	301.703008965674	1519.0800788485	1186.93765689435
"Ho"	97	1512	475	472	2.00882056451613	0.329	0.0041	1188.36663179334	303.059430212363	1523.24081657302	1009.30806174704
"Ho"	98	1332	403	401	2.00778995960762	0.3286	0.0066	1190.99471797737	304.194609691836	1526.91480451996	851.981271938602
"Ho"	99	1487	440	440	1.99571873378308	0.3287	0.0074	1192.28262436104	304.957547086562	1528.78575483839	704.013737576998
"Ho"	100	1515	490	489	2.03181137724551	0.3291	0.003	1194.67433763045	305.905900695161	1531.98357467027	749.52675932652
"Ho"	101	1420	545	540	2.04426020408163	0.3286	0.0024	1197.20566236173	307.059530239086	1535.60635286352	798.700292469585
"Ho"	102	1395	422	415	2.05165745856354	0.3268	0.0068	1199.06834286118	308.392604654971	1538.93595416384	659.850174460154
"Ho"	103	1466	553	547	2.03204172876304	0.3292	-0.0016	1200.72172255661	309.208709014444	1541.24835098316	915.129149079572
"Ho"	104	1454	480	473	2.04891022314478	0.3273	3e-04	1202.83490267177	310.537847918637	1544.7973032137	906.443482698672
"Ho"	105	1368	473	466	2.04566521264995	0.3284	-0.0031	1204.83609815279	311.595613608967	1547.79231625738	932.826458672668
"Ho"	106	1600	486	480	2.05516826923077	0.3302	-0.0044	1206.20625492657	312.611557970045	1550.14359539177	973.087389832217
"Ho"	107	1280	505	499	2.0292299044407	0.3309	-0.0063	1209.01345975063	313.667274252334	1553.90936668974	1069.98325656356
"Ho"	108	1442	529	522	2.05168024439919	0.3291	-0.0037	1209.64041790054	314.781886566069	1555.79176625288	1104.40154941128
"Ho"	109	1464	486	480	2.06224279835391	0.3297	-0.0045	1211.44790961738	315.966612668322	1558.83233609418	981.447139550491
"Ho"	110	1507	521	514	2.04539831766452	0.3294	-0.0018	1213.36824027792	316.984052775233	1561.70643186769	1106.71407696724
"Ho"	111	1505	478	471	2.02973178137652	0.3304	-0.002	1215.52131781626	318.11650505418	1564.97763055605	978.354437699241
"Ho"	112	1192	501	492	2.00282066508314	0.3305	-0.0011	1217.63127139939	319.078005802948	1567.95537572031	942.562391740458
"Ho"	113	1621	421	416	2.02430044182621	0.3289	8e-04	1217.39754471802	320.115860731633	1568.99006568984	836.935717286775
"Ho"	114	1553	519	511	2.01501937984496	0.3303	-0.0012	1220.08587572257	320.796146674034	1572.21297032878	1058.28166388083
"Ho"	115	1276	558	553	1.97266265718972	0.3283	-1e-04	1222.38447751119	321.874413737716	1575.54663291334	1044.32736331966
"Ho"	116	1390	501	481	1.94468198824158	0.3289	-0.0044	1222.83127277905	323.063185501411	1577.47970835848	900.796693056734
"Ho"	117	1560	497	479	1.95622854340363	0.3283	-0.0032	1224.1003828199	324.055362853385	1579.73758956437	977.295650930765
"Ho"	118	1692	508	507	1.97305593451569	0.3283	-0.0023	1226.35730232668	325.022031537436	1582.87653754575	993.245902937913
"Ho"	119	1478	554	539	1.96430342092216	0.3266	8e-04	1229.22412946782	326.017193082781	1586.64833227808	972.014972077337
"Ho"	120	1379	517	497	1.97454690831557	0.3271	-0.0044	1230.96526531728	327.148525776793	1589.57594550138	843.213038157824
"Ho"	121	1512	531	520	1.97687007874016	0.3272	-0.0054	1232.06744550465	328.152721100314	1591.71967438785	853.090423676543
"Ho"	122	1305	453	435	1.96350574712644	0.3265	-0.0052	1233.95550530576	329.192015501646	1594.63074537811	897.884349594125
"Ho"	123	1471	563	561	1.98880413385827	0.3261	-0.0031	1234.50638076596	329.931133742371	1595.84632299182	1153.87557111359
"Ho"	124	1553	456	455	1.98169820717131	0.3248	-0.0024	1236.1220892697	331.045321061462	1598.64609541727	852.558450142477
"Ho"	125	1391	494	474	1.98418230563003	0.3256	-0.0024	1238.15948510498	331.778507196958	1601.28379455116	1119.74854988773
"Ho"	126	1611	512	512	1.98386716910033	0.3253	0.0016	1239.24881610217	332.652407928922	1603.21422577305	1107.45589563973
"Ho"	127	278	99	99	1.95092838196286	0.3231	0.0017	1241.52255655834	333.579781605051	1606.33555891258	603.317894672903
"Ho"	128	289	102	102	1.96291560102302	0.3217	0.0147	1208.54073315952	327.470034591867	1566.12394514799	1708.54707692308
"Ho"	129	283	106	106	1.91966580976864	0.3237	0.0039	1179.2276952209	321.91080960887	1530.19505976833	1846.21352785146
"Ho"	130	231	103	103	1.86302395209581	0.3225	0.004	1150.97193804293	316.906888095104	1496.16979953432	1742.46368799316
"Ho"	131	337	73	73	1.84329268292683	0.3303	-0.0105	1116.75989136986	311.923866173096	1457.16758488634	521.990975476839
"Ho"	132	293	37	37	1.80378787878788	0.3232	-0.0065	1097.37713210375	304.32065918279	1429.30093787114	164.244745446053
"Ho"	133	315	30	30	1.83840579710145	0.3181	0.0134	1075.019061222	288.528359576928	1394.11830338056	106.940242057489
"Ho"	134	334	36	36	1.74189189189189	0.3085	0.0368	1055.8645749344	270.971041564751	1362.95557822399	124.262990455991
"Ho"	135	314	37	37	1.79985754985755	0.3195	-0.0104	1039.10496584331	258.385409556337	1336.19514216097	164.244745446053
"Ho"	136	322	44	44	1.75341530054645	0.319	2e-04	1021.62941588553	247.419433075148	1308.97976791724	103.756963788301
"Ho"	137	325	50	50	1.73	0.3182	-0.0088	1005.56432676941	239.285198544533	1284.6428935675	71.1042356632386
"Ho"	138	263	52	52	1.73412698412698	0.3256	-0.0251	990.425676931435	232.850859682309	1262.29280730441	62.3417910447761
"Ho"	139	317	42	42	1.72423398328691	0.3211	-0.0123	970.965025286648	227.126769449341	1235.3717407221	44.5771812080537
"Ho"	140	305	43	43	1.72557471264368	0.3178	-0.0035	956.765108835365	220.145803135151	1214.05033621177	52.2289943404441
"Ho"	141	258	36	36	1.59268707482993	0.3224	-0.0205	942.380778376745	213.85292148575	1192.84621338438	61.8866943866944
"Ho"	142	296	33	33	1.71504559270517	0.3154	-0.0212	924.979109161554	206.613593049478	1167.53067032386	103.584440686156
"Ho"	143	280	35	35	1.71904761904762	0.3147	-0.0209	911.341528678818	199.232156732507	1146.94442776556	72.9488147365242
"Ho"	144	324	34	34	1.51885474860335	0.3114	-0.0139	897.19476753845	192.902333308339	1126.14543956924	78.744151503899
"Ho"	145	309	41	41	1.44142857142857	0.3233	-0.0519	886.306007974643	186.838392040604	1109.6117798015	62.1726436881781
"Ho"	146	335	42	42	1.4920424403183	0.3047	0.0064	875.03135429755	182.364753287972	1093.2483449042	56.6465726786582
"Ho"	147	331	55	55	1.56347150259067	0.3081	-0.001	865.475356973131	178.283743236656	1079.20491024027	70.0957161855883
"Ho"	148	305	57	57	1.57389502762431	0.3056	0.003	856.071791680306	175.606023032043	1066.17962123672	71.9463923108163
"Ho"	149	307	54	54	1.61218836565097	0.3098	-0.0146	845.746863908878	173.171319206265	1052.34801701043	78.7161971830986
"Ho"	150	326	55	55	1.57086614173228	0.3093	-0.0105	835.901870980424	170.643870148343	1038.99386746392	77.3312484627007
"Ho"	151	311	46	46	1.60224089635854	0.3077	0.0064	827.275504365046	168.284946212856	1027.16762082594	102.07702020202
"Ho"	152	269	42	42	1.78778135048232	0.3043	0.0146	818.279577919653	165.373530536682	1014.55475521479	105.922671353251
"Ho"	153	277	36	36	1.76757188498403	0.3126	-0.0064	807.432720554541	162.238207779523	999.676452585482	68.7303506650544
"Ho"	154	275	34	34	1.71035598705502	0.3016	0.0126	797.451960009499	158.603171448405	985.544806248767	91.8226164079823
"Ho"	155	284	33	33	1.61435331230284	0.3041	-0.0026	787.73405677623	154.916560533144	971.729429901129	51.781627983001
"Ho"	156	319	33	33	1.61221590909091	0.3089	-0.011	778.821765826538	151.310069192006	958.951295475774	51.781627983001
"Ho"	157	314	34	34	1.57614942528736	0.3064	-0.0025	771.691300899033	147.910819143993	948.467726937357	78.744151503899
"Ho"	158	293	37	37	1.65984848484848	0.3082	-0.0156	764.592687933031	144.82040862044	938.15707016468	59.679857033444
"Ho"	159	276	48	48	1.64660493827161	0.3105	-0.0209	756.882397094157	142.19779077805	927.340638144378	61.9045837231057
"Ho"	160	249	52	52	1.65365448504983	0.3044	-0.0182	748.678353675869	140.464115546386	916.605615683527	59.5966992469156
"Ho"	161	297	50	50	1.585734870317	0.3022	-0.0145	739.404646436123	138.986314894916	905.036972767478	52.6747734418347
"Ho"	162	303	49	49	1.51633522727273	0.3026	-0.0145	732.626360347093	137.466730083637	896.086263656387	46.3738127544098
"Ho"	163	271	41	41	1.71634615384615	0.3017	-0.0135	726.269668130384	135.95158867525	887.617192357514	47.4616238563718
"Ho"	164	358	37	37	1.82341772151899	0.3006	-0.0056	718.860719649036	134.047057614685	877.68307509571	46.746935910588
"Ho"	165	325	41	41	1.80327868852459	0.2961	0.0106	714.469386751666	131.936956523511	871.191727426795	62.060546875
"Ho"	166	305	46	46	1.88390313390313	0.3036	-0.0279	709.317730962573	130.186948412977	863.964246221568	78.7194956616052
"Ho"	167	289	49	49	1.91420118343195	0.2959	-0.0123	703.698184189632	128.767288243693	856.424426934025	89.4950579900589
"Ho"	168	321	51	51	2.00940860215054	0.3006	-0.019	697.703193257711	127.524191707221	848.630240523609	97.0642625982432
"Ho"	169	296	54	54	1.98928571428571	0.3042	-0.0396	692.863335834848	126.395305318902	842.207087574281	94.503429006858
"Ho"	170	293	45	45	1.9689349112426	0.3012	-0.0251	687.409798617415	125.400520205226	835.256635571379	88.9132075471698
"Ho"	171	325	40	40	1.92945205479452	0.2969	-0.0203	682.009453083469	124.096284152753	828.090373250605	85.4416961130742
"Ho"	172	293	36	36	1.89665653495441	0.2851	0.0056	677.656242386698	122.589078598969	821.991576710229	88.5174418604651
"Ho"	173	268	31	31	1.9866220735786	0.2861	-0.0015	672.523092815291	120.898431985646	814.892279514238	91.1052190901479
"Ho"	174	347	30	30	2.02586206896552	0.2877	-0.0113	666.706122265346	118.905257236364	806.845316237628	142.563025210084
"Ho"	175	293	34	34	2.04281345565749	0.2917	-0.0245	663.194456954458	116.914017617434	801.592703821579	92.1590612777054
"Ho"	176	301	31	31	2.02861445783132	0.2949	-0.0304	658.440657217058	115.307196951973	794.999415535765	65.4211800688161
"Ho"	177	327	36	36	2.06198347107438	0.2748	0.0306	654.027788698659	113.552560211116	788.749576527409	56.43605292172
"Ho"	178	290	38	38	2.00838414634146	0.2869	-0.0163	650.353164787506	112.187148939452	783.557451066692	49.4748809008229
"Ho"	179	295	37	37	2.10692771084337	0.2908	-0.0123	645.844599399007	110.970036195067	777.490861672829	54.5990891042859
"Ho"	180	281	43	43	2.08024691358025	0.2945	-0.0246	641.581830338373	109.744338969373	771.705912959723	63.5324656902727
"Ho"	181	285	40	40	2.08846153846154	0.2915	-0.0047	637.04040693128	108.806071614623	765.826879655109	69.8104128572803
"Ho"	182	333	38	38	2.0855795148248	0.2836	-0.0011	632.722410327495	107.781756797364	760.130560351239	76.9514343231002
"Ho"	183	269	37	37	2.15114379084967	0.2808	-0.0042	629.60872776391	106.705112750661	755.775014677814	72.873197682253
"Ho"	184	262	40	40	2.20612582781457	0.2881	-0.0226	625.0301161282	105.617813737947	749.753010830338	85.653560042508
"Ho"	185	260	36	36	2.19341216216216	0.2904	-0.0309	620.358509306209	104.684502840039	743.759979407312	69.1139240506329
"Ho"	186	319	34	34	2.12322946175637	0.2901	-0.0264	615.745430193183	103.615913128396	737.727748554482	79.0172552166934
"Ho"	187	261	31	31	2.11900684931507	0.2856	-0.0029	612.681245077703	102.487707038904	733.430162046121	65.4211800688161
"Ho"	188	326	27	27	2.1628895184136	0.2844	-0.01	608.298122958734	101.239240390998	727.548507668484	57.4736842105263
"Ho"	189	328	34	34	2.18370165745856	0.2888	-0.0409	605.509092800594	99.7799054060429	723.465377095568	61.3063214525891
"Ho"	190	330	49	49	2.16490765171504	0.2856	-0.0275	602.810592660258	98.7688556115839	719.663258484822	50.4884128889299
"Ho"	191	293	50	50	2.13192419825073	0.2883	-0.0351	600.199098691705	98.2436703223225	716.274722435451	48.375796178344
"Ho"	192	299	51	51	2.10071428571429	0.2757	0.0084	596.922397611791	97.7498679762808	712.216711122306	48.386541441114
"Ho"	193	333	55	55	2.05219072164948	0.2754	0.0025	593.840624641257	97.2853990667231	708.398352174551	61.1235746732178
"Ho"	194	311	45	45	2.0252808988764	0.2725	0.0036	591.440219526827	96.8993953360487	705.380315069102	81.3886010362694
"Ho"	195	280	46	46	2.11963190184049	0.2774	-0.0153	588.70384805494	96.3267378960146	701.829904534364	102.248757694875
"Ho"	196	318	49	49	2.14713896457766	0.2832	-0.0301	585.394078737452	95.7893060899023	697.705027800192	105.715880140725
"Ho"	197	304	42	42	2.14812138728324	0.2855	-0.0297	582.893400968966	95.3248969083702	694.512031350277	94.3769050410316
"Ho"	198	373	46	46	2.08890214797136	0.2744	5e-04	580.191497749279	94.7144739498128	690.979058209859	92.9773278197633
"Ho"	199	274	56	56	2.02878787878788	0.2797	-0.0208	578.568370400542	94.2105851601137	688.721184254761	72.4662162162162
"Ho"	200	309	52	52	2.12950138504155	0.2795	-0.0248	575.354585992038	93.8886594049306	684.979496177117	77.0066225165563
"Ho"	201	329	54	54	2.29373368146214	0.2708	0.0059	572.885481215823	93.5120158489532	681.919552230235	70.656071964018
"Ho"	202	274	50	50	2.37268518518519	0.2759	-0.0146	570.780428071683	93.1728370563915	679.281948397531	60.3637074696911
"Ho"	203	305	45	45	2.27285714285714	0.2717	0.0031	567.736181001699	92.7762613717476	675.614401627946	64.9090909090909
"Ho"	204	295	45	45	2.30808823529412	0.2732	-0.0126	565.337173814003	92.2935638970159	672.532259625224	60.8696605200427
"Ho"	205	292	43	43	2.33208955223881	0.2694	-0.0042	562.808955429027	91.8205225299866	669.323326548566	68.2979540934983
"Ho"	206	271	45	45	2.28955696202532	0.2675	-0.0015	560.274253036468	91.314789603931	666.080715401527	81.1595273264402
"Ho"	207	268	39	39	2.33876221498371	0.2696	-0.03	557.386039119668	90.8608305692972	662.517751648557	104.249400479616
"Ho"	208	336	39	39	2.22266666666667	0.2605	-0.0081	554.493568546465	90.2808676335863	658.831989987562	104.249400479616
"Ho"	209	230	40	40	2.1712962962963	0.2668	-0.0282	552.76543649534	89.713732764894	656.443277145688	85.4416961130742
"Ho"	210	287	38	38	2.31692307692308	0.2603	-0.0108	549.078654477807	89.1833931269776	651.97840612159	99.1492265696087
"Ho"	211	268	41	41	2.27427184466019	0.2669	-0.0281	546.70137290799	88.6150200183866	648.869741012479	73.5674319891955
"Ho"	212	258	39	39	2.21885521885522	0.261	-0.0165	544.020125897007	88.1299536092635	645.504849434394	60.9339207048458
"Ho"	213	292	35	35	2.1934250764526	0.2608	-0.0331	541.190097015869	87.6093629059126	641.951656097686	65.0506151689768
"Ho"	214	297	31	31	2.11585365853659	0.2535	-0.0122	539.030455695699	86.9954427424787	639.061911408492	50.7418589605348
"Ho"	215	332	29	29	2.18005540166205	0.2662	-0.037	536.985601078952	86.2672885345073	636.242348480561	79.8261798753339
"Ho"	216	322	36	36	2.21578212290503	0.2623	-0.0236	535.447927846449	85.4821512418501	633.994045831622	124.262990455991
"Ho"	217	302	40	40	2.13377192982456	0.2592	-0.0293	533.809720767399	84.9416298203608	631.739283252792	42.4560933100952
"Ho"	218	288	44	44	2.14834337349398	0.2515	-0.008	531.928161293876	84.504100786278	629.282498010962	35.6682763744428
"Ho"	219	275	44	44	2.09561128526646	0.2551	-0.0314	529.869514244701	84.1487661215544	626.708310269154	34.3570330514988
"Ho"	220	304	43	43	2.06412103746398	0.2547	-0.0322	527.636579769259	83.7996118028176	623.960028879509	29.5049828459402
