"n"	"n.juveniles"	"nadult.1"	"nadult.2"	"phenotypes"	"ho"	"fis"	"ne1"	"ne2"	"ne3"	"ne4"
"Ho"	221	291	44	44	2.1544776119403	0.247	-0.0065	525.878123058489	83.439748236541	621.704497107523	44.3877855014896
"Ho"	222	284	44	44	2.06478658536585	0.2473	-0.0033	523.964487825794	83.1026905244817	619.306200722923	71.9215205395463
"Ho"	223	290	45	45	2.12537313432836	0.2541	-0.0224	521.977808826437	82.771345081095	616.838489275296	69.8076923076923
"Ho"	224	277	44	44	2.11682242990654	0.2546	-0.0417	520.112114244614	82.4609652530638	614.520098055628	84.9401408450704
"Ho"	225	287	41	41	2.09375	0.2419	0.002	518.082200964107	82.1404295179217	612.021757403574	80.7309341786314
"Ho"	226	304	43	43	2.0806916426513	0.2451	-0.0136	516.234850048681	81.7757369496557	609.675401320528	68.3953521732894
"Ho"	227	209	41	41	2	0.2478	-0.0212	514.645050109256	81.4507408084802	607.640103724137	67.3258585680233
"Ho"	228	278	35	35	1.90015974440895	0.2438	-0.0263	511.350742763696	81.0982657972219	603.834720253061	53.1359483410043
"Ho"	229	308	34	34	1.97514619883041	0.2538	-0.0416	509.475089750115	80.6324741648985	601.383858386873	68.934360231052
"Ho"	230	334	27	27	1.95914127423823	0.2485	-0.023	508.023916323352	80.1524194986354	599.398690926461	86.1328806983511
"Ho"	231	216	28	28	1.81147540983607	0.2474	-0.0368	506.875667316383	79.47220373193	597.682603364957	52.8559322033898
"Ho"	232	343	31	31	1.82152406417112	0.2387	-0.0123	503.937891333784	78.8447588508591	593.955548072124	50.5723574032115
"Ho"	233	288	31	31	1.90987460815047	0.2371	0.0022	502.920762964684	78.3237105964388	592.453687069833	37.8989150568934
"Ho"	234	322	35	35	1.87605042016807	0.2415	-0.0148	501.315150265281	77.813888921277	590.28200262101	41.72521120498
"Ho"	235	298	40	40	1.99334319526627	0.2445	-0.0277	500.124939792139	77.4092259176238	588.638215342235	51.1875
"Ho"	236	251	49	49	1.90916666666667	0.2403	-0.019	498.685602403007	77.10238119455	586.786633388575	55.3214937759336
"Ho"	237	295	50	50	1.84492753623188	0.2363	-0.0124	496.609112982589	76.9154642371177	584.419350084931	63.7381747356706
"Ho"	238	248	52	52	1.93166666666667	0.2368	-0.0165	495.181192778887	76.7411584223471	582.713084714317	69.0168539325843
"Ho"	239	341	41	41	1.94764397905759	0.2386	-0.0142	493.116117047147	76.5880494158945	580.414893050055	67.3258585680233
"Ho"	240	311	39	39	1.94357142857143	0.2423	-0.0273	492.197441191314	76.3109031568357	579.156232160841	91.2509465582521
"Ho"	241	334	40	40	1.97526737967914	0.2389	-0.0212	491.005467259396	76.0079198090635	577.580563284037	69.8104128572803
"Ho"	242	321	42	42	1.85812672176309	0.2358	-0.0082	490.049613797095	75.7250668903783	576.278954632553	70.7163437655241
"Ho"	243	311	51	51	1.86395027624309	0.2317	0.0023	488.985495864648	75.4746352569106	574.883211055274	78.8183969926208
"Ho"	244	332	47	47	1.8377308707124	0.2399	-0.0293	487.83656921528	75.3258760105002	573.49531659013	59.2298033518394
"Ho"	245	283	50	50	1.84084084084084	0.2404	-0.0247	486.899910963308	75.1402800690431	572.291674019945	67.2549019607843
"Ho"	246	304	44	44	2.01005747126437	0.2349	-0.0195	485.472237407635	74.9863879226153	570.61803126787	54.8972785485592
"Ho"	247	295	43	43	2.00073964497041	0.2368	-0.0158	484.297033270421	74.7723335496249	569.13802488273	55.6361318650189
"Ho"	248	338	43	43	1.92782152230971	0.239	-0.038	483.042131158667	74.5493219759766	567.566668741554	81.2311040580367
"Ho"	249	292	40	40	1.86671686746988	0.2286	0.0023	482.20775865227	74.3294192396787	566.448216063061	96.3346613545817
"Ho"	250	300	46	46	1.83598265895954	0.233	-0.0161	480.949570559613	74.0741058826856	564.846299875954	113.803863298663
"Ho"	251	323	49	49	1.89112903225806	0.23	-0.0133	479.791995153201	73.8937145811885	563.420836692334	105.715880140725
"Ho"	252	329	49	49	1.92857142857143	0.2333	-0.0139	478.865887350499	73.7444525798495	562.268137410873	96.9285693349357
"Ho"	253	303	56	56	1.89275766016713	0.2333	-0.0165	478.0018432246	73.5969698514311	561.182556822844	84.734762979684
"Ho"	254	330	62	62	1.89413265306122	0.2307	-0.0143	476.913116858378	73.5056741757973	559.936128798381	74.8919503219871
"Ho"	255	335	60	60	1.88164556962025	0.2306	-0.0172	476.078683509961	73.4520092731903	558.993304080485	73.0476190476191
"Ho"	256	342	67	67	1.85452322738386	0.2351	-0.0314	475.293739815566	73.3874858000192	558.084670186015	70.6549765548969
"Ho"	257	320	60	60	1.81184210526316	0.2354	-0.0356	474.571227779751	73.3601661277111	557.291161160961	70.0229164153902
"Ho"	258	302	54	54	1.8125	0.2199	0.0183	473.680937846158	73.2966605789471	556.281292675291	88.4098700320211
"Ho"	259	280	53	53	1.87537537537538	0.2254	-0.0097	472.639518935101	73.1952806989852	555.070919870677	90.7707755954533
"Ho"	260	235	44	44	1.93996415770609	0.2234	-6e-04	471.387342557517	73.087753366364	553.645379981583	133.637925548839
"Ho"	261	286	45	45	1.89274924471299	0.2246	0.0094	469.570639519562	72.9023891430064	551.557116762466	163.183183183183
"Ho"	262	311	46	46	1.953081232493	0.2359	-0.0407	468.418696753359	72.7296067004034	550.152571555653	92.9773278197633
"Ho"	263	335	44	44	2.03825857519789	0.2244	-0.0098	467.515482816331	72.5686598255351	549.018819158099	51.6
"Ho"	264	349	42	42	2.07864450127877	0.2217	-0.0121	466.813366039917	72.3899453661543	548.083953676558	49.6634492382835
"Ho"	265	349	48	48	2.1183879093199	0.2238	-0.0239	466.217218824329	72.192081602107	547.251159212642	48.2508202697776
"Ho"	266	268	48	48	2.05617088607595	0.2228	-0.0249	465.627074361271	72.0550406097898	546.470703372545	48.2508202697776
"Ho"	267	321	49	49	1.95337837837838	0.223	-0.0204	464.339815366484	71.9195434654681	544.976448288333	77.4918285699344
"Ho"	268	334	51	51	2.00909090909091	0.2247	-0.0208	463.564531499873	71.79377105423	544.012894850091	84.0495112173852
"Ho"	269	261	48	48	2.03559870550162	0.225	-0.0306	462.894512835455	71.6847137286987	543.175795067322	111.490996398559
"Ho"	270	266	42	42	2.14935064935065	0.2233	-0.0262	461.567220194029	71.5534619271156	541.649811558104	141.811764705882
"Ho"	271	261	45	45	2.13071895424837	0.2185	-0.0161	460.31377706124	71.3674693531858	540.132233460887	122.417378388414
"Ho"	272	278	46	46	2.07253086419753	0.2214	-0.0258	459.020297973755	71.213494802817	538.611524404901	102.443047918303
"Ho"	273	346	36	36	2.04188481675393	0.2221	-0.0166	457.924054469874	71.0702778844926	537.303070440048	69.1139240506329
"Ho"	274	279	38	38	2.11198738170347	0.2167	-0.0016	457.382098691353	70.8175721524523	536.504106676258	77.1608542849419
"Ho"	275	260	31	31	2.11426116838488	0.2126	-0.0053	456.31730995918	70.5950636435464	535.151692457773	76.2920426579163
"Ho"	276	311	24	24	2.04925373134328	0.2163	-0.0442	455.067831741328	70.268694910744	533.523941464019	67.5773195876289
