"n"	"n.juveniles"	"nadult.1"	"nadult.2"	"phenotypes"	"ho"	"fis"	"ne1"	"ne2"	"ne3"	"ne4"
"Ho"	217	976	293	293	0.601063829787234	0.3496	-0.0059	1149.29127399867	368.158142812602	1526.79678956202	496.396184268177
"Ho"	218	820	261	261	0.601063829787234	0.3502	-0.0081	1148.35167606795	367.72346244416	1525.36878037275	583.733183283032
"Ho"	219	869	283	283	0.599392361111111	0.3504	-0.006	1146.24621698016	367.035015614664	1522.49788048278	585.647760119677
"Ho"	220	977	265	265	0.574677938808374	0.349	-0.0047	1144.57878767278	366.538024334056	1520.26529284971	727.261049424897
"Ho"	221	863	278	278	0.584794040315513	0.3506	-0.0064	1143.6871076738	365.900754356359	1518.71864269648	619.797660888555
"Ho"	222	872	278	278	0.594347826086957	0.3501	-7e-04	1142.00641642015	365.377999680148	1516.44711638384	582.223384776188
"Ho"	223	629	303	303	0.585568669527897	0.3509	-1e-04	1140.41579125987	364.861425994817	1514.27359037284	634.319949475491
"Ho"	224	888	275	275	0.604256233877902	0.3508	4e-04	1136.27292148133	364.527690069728	1510.04305192205	569.69145607874
"Ho"	225	880	254	254	0.560846560846561	0.3505	-0.0013	1134.85644522491	363.998664750838	1508.03411275267	628.693269032226
"Ho"	226	891	236	236	0.582298136645963	0.3458	0.0074	1133.39758825335	363.299409284066	1505.82666403528	643.431999650309
"Ho"	227	867	244	244	0.614986498649865	0.3508	-0.003	1132.03488290371	362.434371010969	1503.5903246788	537.726570526236
"Ho"	228	943	276	276	0.646431501230517	0.3533	-0.0082	1130.51246655489	361.661042886944	1501.25335183289	511.755378049174
"Ho"	229	811	298	298	0.627592425608656	0.3485	-0.0015	1129.52736645199	361.16939930375	1499.73030337149	485.297630949794
"Ho"	230	927	255	255	0.620346869712352	0.3519	-0.0083	1127.59342665788	360.835385726132	1497.42644612738	414.246631264843
"Ho"	231	916	269	269	0.660126582278481	0.3515	-0.0067	1126.53355504749	360.18542216113	1495.69106572069	408.693255749216
"Ho"	232	888	271	271	0.698231233822261	0.3505	-0.0043	1125.41379207208	359.657645173913	1493.99537092837	450.666349377978
"Ho"	233	894	276	276	0.693803418803419	0.3487	0.0013	1124.11835287855	359.151195573758	1492.13638584145	518.807425246327
"Ho"	234	1093	307	307	0.670892857142857	0.3474	0.0023	1122.87787124028	358.687407448383	1490.37524686792	586.061529298258
"Ho"	235	737	330	330	0.674554826616682	0.3463	0.0034	1122.7467130474	358.429517577889	1489.96420937328	660.884686822484
"Ho"	236	870	325	325	0.698326359832636	0.3455	0.0064	1120.25164454272	358.298166913358	1487.45512531952	640.964109865157
"Ho"	237	963	315	315	0.730046948356808	0.3447	0.0053	1118.88790239567	358.142684581024	1485.91423023259	641.111465824441
"Ho"	238	765	260	260	0.75390243902439	0.3484	-0.0056	1118.12419354302	357.935835570854	1484.89493324619	699.956907448589
"Ho"	239	758	278	278	0.745173745173745	0.3493	-0.007	1115.95979302706	357.370235173474	1482.10087428884	725.038508731411
"Ho"	240	1060	270	270	0.737781954887218	0.3475	-0.005	1113.75910536168	356.943837468354	1479.43541882854	823.663358022565
"Ho"	241	859	259	259	0.759838998211091	0.347	-0.004	1113.52379858805	356.465558400874	1478.74313624738	709.297511105347
"Ho"	242	840	267	267	0.788392050587173	0.3483	-0.0072	1112.1564348175	355.909814975684	1476.76593490658	668.608750039812
"Ho"	243	1032	234	234	0.773499210110585	0.3459	-9e-04	1110.66944231612	355.420750791585	1474.73040940557	377.622705967116
"Ho"	244	699	306	306	0.781840796019901	0.3443	7e-04	1110.32113010085	354.663417275284	1473.7304927207	517.457541692129
"Ho"	245	940	257	257	0.761487050960735	0.3442	0.0018	1107.64986790297	354.432410467633	1470.91887649962	443.474570519204
"Ho"	246	801	287	287	0.796875	0.3464	-0.0033	1106.84412638504	353.884807040684	1469.54627334493	650.178542728986
"Ho"	247	928	289	289	0.749794576828266	0.3453	6e-04	1105.12880532292	353.549871558142	1467.45434015362	716.14149638432
"Ho"	248	850	271	271	0.772524531668153	0.3483	-0.0082	1104.27546614038	353.230454043623	1466.23269822219	598.428648277307
"Ho"	249	872	285	285	0.794079515989628	0.3492	-0.0105	1102.94504931618	352.798797019682	1464.41417624663	453.704194637005
"Ho"	250	846	290	290	0.773327464788732	0.3489	-0.0063	1101.77316426333	352.462060548179	1462.85321566702	449.571560318718
"Ho"	251	831	282	282	0.800988319856244	0.3502	-0.0109	1100.4423669759	352.158659782249	1461.17156557951	465.096815614029
"Ho"	252	918	308	308	0.773858075040783	0.3476	-0.0061	1099.02266303504	351.809948041233	1459.35276660655	476.601950567344
"Ho"	253	816	289	289	0.76131221719457	0.3466	-0.0048	1098.16333957403	351.611482766152	1458.25134313195	512.746459180507
"Ho"	254	831	267	267	0.804644808743169	0.3458	-0.0037	1096.66447056388	351.310648751766	1456.41105853773	513.532842324498
"Ho"	255	912	265	265	0.757646559048428	0.344	0.0013	1095.28590877479	350.874445205426	1454.5417906388	591.590425446065
"Ho"	256	1090	267	267	0.755895357406043	0.3435	0.0014	1094.42336843394	350.429119179626	1453.19798478194	632.73908340947
"Ho"	257	898	275	275	0.767902813299233	0.3421	0.0061	1094.40601980635	350.001913664525	1452.79568416155	648.168918017079
"Ho"	258	798	298	298	0.719206204379562	0.3447	-4e-04	1093.47543840794	349.630877444015	1451.44854791677	690.132251015575
"Ho"	259	861	307	307	0.696061643835616	0.3443	0.0011	1091.90838070802	349.396242999895	1449.6263206114	651.170364478282
"Ho"	260	980	309	309	0.706167571761055	0.3433	4e-04	1090.7789137925	349.210044593238	1448.27803289512	608.95768231068
"Ho"	261	914	296	296	0.714049586776859	0.3443	-0.0018	1090.30488400148	349.035352943916	1447.59005385288	605.254494735448
"Ho"	262	827	293	293	0.705357142857143	0.3452	-0.0087	1089.49968218098	348.795908575625	1446.50182217615	561.775833571182
"Ho"	263	1017	292	292	0.728418640183346	0.3466	-0.0089	1088.18135483299	348.542577025688	1444.89413213051	573.008849575971
"Ho"	264	848	310	310	0.717832469775475	0.3471	-0.008	1087.89183703527	348.286144449128	1444.32400732189	654.899429368467
"Ho"	265	903	311	311	0.72158154859967	0.3473	-0.0093	1086.7273456326	348.123286452657	1442.9725468556	668.342675120993
"Ho"	266	849	319	319	0.754494863013699	0.3458	-0.0103	1085.89361174378	347.966547244875	1441.94626197781	657.537364462025
"Ho"	267	1050	294	294	0.753720238095238	0.3435	-0.0022	1084.75573302111	347.847802697643	1440.67595931476	641.592707809017
"Ho"	268	860	293	293	0.742844752818734	0.3438	-0.0016	1084.62126964577	347.609350765926	1440.28793648073	637.224032649452
"Ho"	269	1036	277	277	0.745430312261995	0.3416	0.0057	1083.56524829114	347.36777457716	1438.95011234746	748.075546822358
"Ho"	270	997	257	257	0.746212121212121	0.342	0.0052	1083.38033902179	347.04004068707	1438.43716540118	529.461985709859
"Ho"	271	914	282	282	0.735994983277592	0.3443	0.0014	1083.03280478631	346.590307218793	1437.6540215871	549.240475174366
"Ho"	272	862	304	304	0.757289879931389	0.3433	0.001	1082.29421916264	346.297623568856	1436.58293579135	469.021006758696
"Ho"	273	795	199	199	0.727364185110664	0.3405	0.0076	1081.27828769305	346.120571546257	1435.35833852206	417.970487376933
"Ho"	274	1002	267	267	0.732860520094563	0.3426	0.0027	1079.85391498938	345.185789015111	1433.02758228951	562.523237438465
"Ho"	275	975	314	314	0.751163692785105	0.3448	-0.0029	1079.5477862921	344.817274148039	1432.3518815075	620.961974968864
"Ho"	276	885	262	262	0.754141238012206	0.3445	-0.0026	1079.12701113073	344.694256922644	1431.77286370962	431.81952522918
